id,story,query,target,parse,gender,f_comb,ans
2951,"[Vernon] told his daughter [Stacy] that her grandfather, [Kyle], wanted to speak to her. [Stacy] called [Kyle] up to see what he wanted. [Shirley] was playing tag with her father [Kyle]. [Shirley] and her daughter [Stacy] were on vaction.","('Vernon', 'Kyle')",father,"daughter(""Vernon"", ""Stacy""). father(""Stacy"", ""Vernon""). grandfather(""Stacy"", ""Kyle""). granddaughter(""Kyle"", ""Stacy""). daughter(""Shirley"", ""Stacy""). mother(""Stacy"", ""Shirley""). father(""Shirley"", ""Kyle""). daughter(""Kyle"", ""Shirley"").",,daughter-grandfather,['father']
2952,"[Shirley]'s mom, [Constance] got ready for the party. [Vernon] and his daughter [Stacy] went shopping for clothing. [Vernon]'s wife [Shirley] hates to shop and stayed home. [Stacy] and her mother [Shirley] went dress shopping on Saturday.","('Constance', 'Stacy')",sister,"mother(""Shirley"", ""Constance""). daughter(""Constance"", ""Shirley""). daughter(""Vernon"", ""Stacy""). father(""Stacy"", ""Vernon""). wife(""Vernon"", ""Shirley""). husband(""Shirley"", ""Vernon""). mother(""Stacy"", ""Shirley""). daughter(""Shirley"", ""Stacy"").",,mother-daughter,['granddaughter']
2953,"[Shirley] took her father [Kyle] out to dinner for Father's Day. [Shirley] and her sister [Theresa] are the only children in their family. [Verdie] went grocery shopping with her mother, [Theresa]. [Theresa]'s father [Kyle] asked them to pick up milk for him.","('Verdie', 'Kyle')",grandfather,"father(""Shirley"", ""Kyle""). daughter(""Kyle"", ""Shirley""). sister(""Shirley"", ""Theresa""). sister(""Theresa"", ""Shirley""). mother(""Verdie"", ""Theresa""). daughter(""Theresa"", ""Verdie""). father(""Theresa"", ""Kyle""). granddaughter(""Kyle"", ""Verdie"").",,mother-father,['grandfather']
2954,"[Jeffery]'s mother, [Kristen], was calling him for dinner. [Lonnie] bought a lovely bouquet of flowers for his wife, [Sarah]. They were mostly roses, which are her favorite flower. [Kristen] could n't wait to get off the plane to see her mother, [Sarah]. [Sarah] does n't like having to babysit her younger brother, [Jeffery].","('Lonnie', 'Kristen')",mother-in-law,"mother(""Jeffery"", ""Kristen""). son(""Kristen"", ""Jeffery""). wife(""Lonnie"", ""Sarah""). husband(""Sarah"", ""Lonnie""). mother(""Kristen"", ""Sarah""). daughter(""Sarah"", ""Kristen""). brother(""Sarah"", ""Jeffery""). sister(""Jeffery"", ""Sarah"").",,wife-mother,"['daughter', 'aunt', 'mother', 'niece', 'mother-in-law']"
2955,"[Drew]'s sister, [Constance], was crying, so he told her a joke. She laughed, and felt better. [Constance] is the happy daughter of her adoring father [Vernon]. [Vernon] took his son [Drew] to school this morning because he missed the bus. [Vernon] wanted to spend his day off at a museum, so his wife [Shirley] did some research on the best museums nearby.","('Shirley', 'Constance')",daughter,"sister(""Drew"", ""Constance""). brother(""Constance"", ""Drew""). daughter(""Vernon"", ""Constance""). father(""Constance"", ""Vernon""). son(""Vernon"", ""Drew""). father(""Drew"", ""Vernon""). wife(""Vernon"", ""Shirley""). husband(""Shirley"", ""Vernon"").",,husband-daughter,['daughter']
2956,"[Karen] told her husband, [Kyle], to fix the sink while she took her granddaughter, [Serena], to the mall to shop for a new purse. [Karen]'s grandson [Carl] was playing in the pool with his sister [Serena].","('Kyle', 'Serena')",granddaughter,"husband(""Karen"", ""Kyle""), wife(""Kyle"", ""Karen""), granddaughter(""Karen"", ""Serena""), grandson(""Karen"", ""Carl""), sister(""Carl"", ""Serena"").",,wife-granddaughter,['granddaughter']
2957,"[Carl] hated [Eric], so [Carl] ran away from home. [Carl] figured [Eric] did n't like being hid dad anyhow. [Marlene], make a great lunch for her husband, [Michael] and his father, [Eric]. [Michael] took his brother [Carl] out to get drinks after a long work week.","('Marlene', 'Eric')",father-in-law,"father(""Carl"", ""Eric""), son(""Eric"", ""Carl""), husband(""Marlene"", ""Michael""), wife(""Michael"", ""Marlene""), father(""Michael"", ""Eric""), brother(""Michael"", ""Carl"").",,husband-father,['father-in-law']
2958,[Kristen] likes taking her son [Benny] to school. [Kyle] drove his daughters [Kristen] and [Shirley] to school. [Kristen] was sewing a sweater for her sister [Shirley].,"('Shirley', 'Benny')",nephew,"son(""Kristen"", ""Benny""), mother(""Benny"", ""Kristen""), daughter(""Kyle"", ""Kristen""), father(""Kristen"", ""Kyle""), daughter(""Kyle"", ""Shirley""), father(""Shirley"", ""Kyle""), sister(""Kristen"", ""Shirley""), sister(""Shirley"", ""Kristen"").",,sister-son,['nephew']
2959,[Robin] was playing in the sandbox with her brother [Henry]. [Robin] has an amazing son. Her son [Arthur] is very talented. [Robin] decided to take a walk with her son [Carl] after dinner. [Carl]'s brother [Arthur] did n't feel like walking so he stayed at home.,"('Arthur', 'Henry')",uncle,"brother(""Robin"", ""Henry""). sister(""Henry"", ""Robin""). son(""Robin"", ""Arthur""). mother(""Arthur"", ""Robin""). son(""Robin"", ""Carl""). mother(""Carl"", ""Robin""). brother(""Carl"", ""Arthur""). brother(""Arthur"", ""Carl"").",,mother-brother,['uncle']
2960,"[Drew]'s brother, [Andrew], recently got elected as a senator. [Drew]'s grandfather [Kyle] took him and his sister [Constance] to the beach to play in the tide pools. [Constance] loves her brother [Andrew].","('Constance', 'Kyle')",grandfather,"brother(""Drew"", ""Andrew""). brother(""Andrew"", ""Drew""). grandfather(""Drew"", ""Kyle""). grandson(""Kyle"", ""Drew""). sister(""Drew"", ""Constance""). brother(""Constance"", ""Andrew""). sister(""Andrew"", ""Constance""). grandfather(""Constance"", ""Kyle""). granddaughter(""Kyle"", ""Constance"").",,brother-grandfather,['grandfather']
2961,[Karen] has a granddaughter called [Serena] who is her favourite. [Serena] and her brother [Carl] went to the movies together. [Robin] wanted to see her daughter [Serena] and son [Carl] so she called them and asked them to come over for dinner.,"('Carl', 'Karen')",grandmother,"granddaughter(""Karen"", ""Serena""). grandmother(""Serena"", ""Karen""). brother(""Serena"", ""Carl""). sister(""Carl"", ""Serena""). daughter(""Robin"", ""Serena""). mother(""Serena"", ""Robin""). son(""Robin"", ""Carl""). father(""Carl"", ""Robin"").",,sister-grandmother,['grandmother']
2962,"[Shirley] took her father [Kyle] out to dinner for Father's Day. [Kristen] was playing hide-and-seek with her sister [Shirley]. [Henry] is in the same grade as his sister [Kristen], but his sister [Shirley] is 2 years ahead of him.","('Kristen', 'Kyle')",father,"father(""Shirley"", ""Kyle""). daughter(""Kyle"", ""Shirley""). sister(""Kristen"", ""Shirley""). sister(""Shirley"", ""Kristen""). brother(""Henry"", ""Kristen""). sister(""Kristen"", ""Henry""). brother(""Henry"", ""Shirley""). sister(""Shirley"", ""Henry"").",,sister-father,['father']
2963,"[Henry] bought a dress for his daughter [Christine]. [Verdie] called [Christine], her sister, to see if she wanted to go out to eat. [Henry] bought a dress for his daughter [Verdie]. [Eddie] and his wife [Verdie] decided not to have kids.","('Henry', 'Eddie')",son-in-law,"daughter(""Henry"", ""Christine""). father(""Christine"", ""Henry""). sister(""Verdie"", ""Christine""). sister(""Christine"", ""Verdie""). daughter(""Henry"", ""Verdie""). father(""Verdie"", ""Henry""). wife(""Eddie"", ""Verdie""). husband(""Verdie"", ""Eddie"").",,daughter-husband,['son-in-law']
2964,"[Sarah] and her brother [Jeffery] were having a wonderful time at Disneyland. [Benny] and his sister [Dionne] were painting the front of the house. [Benny]'s brother, [Jeffery], was repairing the shutters. [Dionne] loves to watch stand up comedy with her brother. His name is [Jeffery].","('Sarah', 'Dionne')",sister,"brother(""Sarah"", ""Jeffery""). sister(""Jeffery"", ""Sarah""). sister(""Benny"", ""Dionne""). brother(""Dionne"", ""Benny""). brother(""Benny"", ""Jeffery""). sister(""Jeffery"", ""Benny""). brother(""Dionne"", ""Jeffery""). sister(""Jeffery"", ""Dionne"").",,brother-sister,['sister']
2965,[Arthur] went skiing with his brother [Carl]. [Carl]'s sister [Serena] watched from the ski lodge. [Serena] adored visiting grandma [Karen]'s house. [Karen] frequently spoiled her granddaughter with sweets and hot chocolate. [Serena] gave her brother [Arthur] a new sweater for Christmas.,"('Karen', 'Arthur')",grandson,"brother(""Arthur"", ""Carl""). sister(""Carl"", ""Serena""). granddaughter(""Karen"", ""Serena""). grandmother(""Serena"", ""Karen""). brother(""Serena"", ""Arthur"").",,granddaughter-brother,['grandson']
2966,[Eric] took his niece [Verdie] to the park to walk her dog. [Theresa] and her daughter [Verdie] went out for ice cream. [Theresa] got a cone and [Verdie] got a sundae. [John] and his sister [Verdie] got their mother [Verdie] a new computer for her birthday. She really liked it. [Theresa] liked to play hide and seek with her son [John].,"('Theresa', 'Eric')",brother,"uncle(""Verdie"", ""Eric""). niece(""Eric"", ""Verdie""). mother(""Verdie"", ""Theresa""). daughter(""Theresa"", ""Verdie""). sister(""John"", ""Verdie""). brother(""Verdie"", ""John""). mother(""John"", ""Verdie"") mother(""Verdie"", ""Theresa""). son(""Theresa"", ""John"").",,daughter-uncle,
2967,"[Karen] asked her son [Henry] to help her fix her television. [Kristen] was excited for today, its her daughter's, [Karen], spring break. She will finally get to see her. [Henry] and his sister [Kristen] walked to school together every day, since they only lived two blocks away from the school. [Eric] is a very hot guy, but his sister [Kristen] is even more attractive.","('Karen', 'Eric')",son,"son(""Karen"", ""Henry""). mother(""Henry"", ""Karen""). daughter(""Kristen"", ""Karen""). mother(""Karen"", ""Kristen""). brother(""Kristen"", ""Henry""). sister(""Henry"", ""Kristen""). sister(""Eric"", ""Kristen""). brother(""Kristen"", ""Eric"").",,daughter-brother,"['son', 'uncle', 'nephew']"
2968,"[Christine] was talking about food with her sister [Verdie]. [Theresa] and her daughter [Christine] were on vaction. [Theresa] is married to Thomas and when she was 24, the couple welcomed [Verdie] into the world. [Christine]'s sister, [Amanda], recently started acting.","('Amanda', 'Verdie')",sister,"sister(""Christine"", ""Verdie""). sister(""Verdie"", ""Christine""). daughter(""Theresa"", ""Christine""). mother(""Christine"", ""Theresa""). husband(""Theresa"", ""Thomas""). wife(""Thomas"", ""Theresa""). daughter(""Theresa"", ""Verdie""). mother(""Verdie"", ""Theresa""). sister(""Christine"", ""Amanda""). sister(""Amanda"", ""Christine"").",,sister-sister,['sister']
2969,"[Vernon] was eating dinner with his wife [Shirley]. [Drew]'s father, [Vernon], recently had a falling out with each other. [Vernon] is very happy to have such a great daughter like [Stacy]. [Shirley] had a heart-to-heart conversation with her daughter [Stacy] about some things.","('Drew', 'Stacy')",sister,"wife(""Vernon"", ""Shirley""), husband(""Shirley"", ""Vernon""), son(""Vernon"", ""Drew""), father(""Drew"", ""Vernon""), daughter(""Vernon"", ""Stacy""), father(""Stacy"", ""Vernon""), daughter(""Shirley"", ""Stacy""), mother(""Stacy"", ""Shirley"").",,father-daughter,['sister']
2970,"[Dionne]'s sister, [Sarah], recently started acting. [Kristen] took her daughter [Dionne] to school during the cold winter morning. [Karen] wanted her daughter [Kristen] to go to church with her. So [Kristen] and her daughter [Sarah] went with [Karen] Sunday morning.","('Sarah', 'Karen')",grandmother,"sister(""Dionne"", ""Sarah""). sister(""Sarah"", ""Dionne""). daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). daughter(""Karen"", ""Kristen""). mother(""Kristen"", ""Karen""). daughter(""Kristen"", ""Sarah""). mother(""Sarah"", ""Kristen"").",,mother-mother,['grandmother']
2971,[Kyle] gave his wife [Karen] flowers for her birthday. [Karen]'s grandson [Arthur] surprised her with a party. [Arthur] always looked up to his big brother [Carl] and wanted to be just like him. [Karen] spent the whole day buying books for her grandson [Carl].,"('Kyle', 'Arthur')",grandson,"wife(""Kyle"", ""Karen""), husband(""Karen"", ""Kyle""), grandson(""Karen"", ""Arthur""), brother(""Arthur"", ""Carl""), grandson(""Karen"", ""Carl"").",,wife-grandson,['grandson']
2972,"[John] is love by his father [Henry]. [Darnell] loves his brother [John]. [Henry] is an engineer who loves to take his son [Darnell] to the science museum to help him learn about the world [Henry] and his wife, [Theresa], went out to the movies for a date.","('Theresa', 'Darnell')",son,"son(""Henry"", ""John""). father(""John"", ""Henry""). brother(""Darnell"", ""John""). brother(""John"", ""Darnell""). son(""Henry"", ""Darnell""). father(""Darnell"", ""Henry""). wife(""Henry"", ""Theresa""). husband(""Theresa"", ""Henry"").",,husband-son,['son']
2973,[Arthur] went to his grand parent [Kyle] and [Karen] wedding anniversary [Kyle] took his grandson [Michael] to the zoo. [Michael]'s brother [Arthur] went to the aquarium instead.,"('Karen', 'Arthur')",grandson,"grandson(""Kyle"", ""Arthur""). grandfather(""Arthur"", ""Kyle""). husband(""Karen"", ""Kyle""). wife(""Kyle"", ""Karen""). grandson(""Kyle"", ""Michael""). grandfather(""Michael"", ""Kyle""). brother(""Michael"", ""Arthur""). brother(""Arthur"", ""Michael"").",,husband-grandson,['grandson']
2974,"[Serena] borrowed some money from her brother [Arthur]. [Eric] is taking his daughter [Serena] out for lunch. [Arthur]'s father [Eric] is going to coach the team this year. [Arthur]'s grandfather, [Kyle], took the boy to the store to buy some new shoes.","('Eric', 'Kyle')",father,"brother(""Serena"", ""Arthur""). sister(""Arthur"", ""Serena""). daughter(""Eric"", ""Serena""). father(""Serena"", ""Eric""). father(""Arthur"", ""Eric""). son(""Eric"", ""Arthur""). grandfather(""Arthur"", ""Kyle""). grandson(""Kyle"", ""Arthur"").",,son-grandfather,['father']
2975,"[Amanda] and her sister [Verdie] were going to the store to buy groceries. [Verdie]'s mom, [Theresa], called [Verdie] to ask her to buy a gallon of milk. [Theresa]'s daugher [Amanda] was a bookworm. [Theresa]'s husband [Henry] had never read a book in his life.","('Henry', 'Amanda')",daughter,"sister(""Amanda"", ""Verdie""). sister(""Verdie"", ""Amanda""). mother(""Verdie"", ""Theresa""). daughter(""Theresa"", ""Verdie""). daughter(""Theresa"", ""Amanda""). mother(""Amanda"", ""Theresa""). husband(""Theresa"", ""Henry""). wife(""Henry"", ""Theresa"").",,wife-daughter,['daughter']
2976,"[Michael] and his son [Eric] are playing a father-son game of basketball. [Arthur] is waiting to go to dinner with his dad [Eric]. [Michael] loves to spend time over at his grandparents place, with his grandfather [Kyle]. [Michael]'s brother [Arthur] does not like spending time with [Kyle], he thinks their grandfather is old and boring.","('Arthur', 'Kyle')",grandfather,"son(""Michael"", ""Eric""). father(""Eric"", ""Michael""). father(""Arthur"", ""Eric""). son(""Eric"", ""Arthur""). grandfather(""Michael"", ""Kyle""). grandson(""Kyle"", ""Michael""). brother(""Michael"", ""Arthur""). brother(""Arthur"", ""Michael""). grandson(""Kyle"", ""Arthur""). grandfather(""Arthur"", ""Kyle"").",,brother-grandfather,['grandfather']
2977,"[Amanda] was mad at her brother [Darnell], because [Darnell] had called her fat. [Theresa] and her daughter [Amanda] went out to dinner. [Theresa] likes taking her son [Darnell] to school. [Darnell] went fishing with is uncle [Vernon] last weekend.","('Theresa', 'Vernon')",brother,"brother(""Amanda"", ""Darnell""). sister(""Darnell"", ""Amanda""). daughter(""Theresa"", ""Amanda""). mother(""Amanda"", ""Theresa""). son(""Theresa"", ""Darnell""). mother(""Darnell"", ""Theresa""). uncle(""Darnell"", ""Vernon""). nephew(""Vernon"", ""Darnell"").",,son-uncle,['brother']
2978,"[Eric] is a man with a brother named [Edward]. [Karen] sat anxiously in the airport terminal, waiting to see her son [Eric] walk through the gate. [Edward] took his mother [Karen] and his daughter [Dionne] to the movies Saturday.","('Karen', 'Dionne')",granddaughter,"brother(""Eric"", ""Edward""). son(""Karen"", ""Eric""). mother(""Eric"", ""Karen""). daughter(""Edward"", ""Dionne""). father(""Dionne"", ""Edward"").",,son-daughter,['granddaughter']
2979,"[Stacy] asked her grandmother [Karen] to help her tie her shoes. [Karen] told her she was old enough to do it on her own. [Drew] went to his grandmother [Karen]'s house for the holidays. He loved spending time with her, and she loved it too. [Drew] made dinner reservations for his sister [Stacy]. [Vernon] decided to take his son, [Drew], on a ski vacation.","('Vernon', 'Karen')",mother,"grandmother(""Stacy"", ""Karen""). granddaughter(""Karen"", ""Stacy""). grandmother(""Drew"", ""Karen""). grandson(""Karen"", ""Drew""). sister(""Drew"", ""Stacy""). brother(""Stacy"", ""Drew""). son(""Vernon"", ""Drew""). father(""Drew"", ""Vernon"").",,son-grandmother,['mother']
2980,Mary had two daughters [Michelle] and [Verdie] that were very close in age. She did n't have her son [Darnell] until the girls were almost old enough to move out. [Henry] loves his daughter [Michelle]. [Henry] seems to not get along with his daughter [Verdie].,"('Verdie', 'Darnell')",brother,"daughter(""Mary"", ""Michelle""). mother(""Michelle"", ""Mary""). daughter(""Mary"", ""Verdie""). mother(""Verdie"", ""Mary""). son(""Mary"", ""Darnell""). mother(""Darnell"", ""Mary""). daughter(""Henry"", ""Michelle""). father(""Michelle"", ""Henry""). daughter(""Henry"", ""Verdie""). father(""Verdie"", ""Henry"").",,sister-brother,['brother']
2981,"[Henry] went to the store with his brother, [Vernon]. [Henry] went hunting with his son, [Darnell]. [Darnell] and his sister [Michelle] took their father out to eat for his birthday. They had a great time. [Michelle] asked her father [Henry] if he could beat up a bully at school for her. [Henry] told her she had to learn to fight her own battles, but he did teach her how to throw a punch.","('Darnell', 'Vernon')",uncle,"brother(""Henry"", ""Vernon""). brother(""Vernon"", ""Henry""). son(""Henry"", ""Darnell""). father(""Darnell"", ""Henry""). daughter(""Henry"", ""Michelle""). father(""Michelle"", ""Henry""). sister(""Darnell"", ""Michelle""). brother(""Michelle"", ""Darnell"").",,father-brother,['uncle']
2982,"[Kyle] and his wife, [Karen], went to a football game. [Kyle] had a wonderful time, but [Karen] was bored. [Karen] and her daughter [Kristen] went out for ice cream. [Karen] got a cone and [Kristen] got a sundae. [Kyle] bought his daughter, [Kristen], flowers. [Kristen]'s brother [Vernon] was going to be the star in the new show.","('Kyle', 'Vernon')",son,"wife(""Kyle"", ""Karen""). husband(""Karen"", ""Kyle""). daughter(""Karen"", ""Kristen""). mother(""Kristen"", ""Karen""). daughter(""Kyle"", ""Kristen""). father(""Kristen"", ""Kyle""). brother(""Kristen"", ""Vernon""). sister(""Vernon"", ""Kristen"").",,daughter-brother,['son']
2983,"[Darnell] bought a book for his father [Henry]. [Darnell] and his sister [Amanda] got their mother [Amanda] a new computer for her birthday. She really liked it. [Theresa] and her husband [Henry] went to New York for the holidays, and had a great time there. [Henry] went to pick up his daughter [Amanda] from school on the last day before summer vacation.","('Theresa', 'Amanda')",daughter,"father(""Darnell"", ""Henry""). son(""Henry"", ""Darnell""). sister(""Darnell"", ""Amanda""). brother(""Amanda"", ""Darnell""). mother(""Darnell"", ""Amanda""). son(""Amanda"", ""Darnell""). husband(""Theresa"", ""Henry""). wife(""Henry"", ""Theresa""). daughter(""Henry"", ""Amanda""). father(""Amanda"", ""Henry"").",,husband-daughter,"['sister', 'daughter', 'aunt', 'mother', 'grandmother', 'granddaughter', 'niece', 'mother-in-law']"
2984,[Theresa] and her daughter [Amanda] are entering the competition together. [Michelle] took her younger sister [Amanda] to the carnival last weekend. [Theresa] loved to play dress-up with her daughter [Michelle]. [Henry]'s wife [Theresa] is going to be the next CEO of the company.,"('Henry', 'Michelle')",daughter,"daughter(""Theresa"", ""Amanda""). mother(""Amanda"", ""Theresa""). sister(""Michelle"", ""Amanda""). sister(""Amanda"", ""Michelle""). daughter(""Theresa"", ""Michelle""). mother(""Michelle"", ""Theresa""). wife(""Henry"", ""Theresa""). husband(""Theresa"", ""Henry"").",,wife-daughter,['daughter']
2985,"[Andrew] and [Drew], although once close brothers, were bitter enemies. [Drew] complained to his grandmother [Karen] about how mean [Andrew] was, but she was so tired of hearing them fight. She told [Drew] the best thing they could do was to just keep their distance from one another. [Karen] played cards with her grandson [Andrew]. [Andrew]'s sister [Constance] played video games instead.","('Karen', 'Constance')",granddaughter,"brother(""Andrew"", ""Drew""). brother(""Drew"", ""Andrew""). grandmother(""Drew"", ""Karen""). grandson(""Karen"", ""Drew""). grandson(""Karen"", ""Andrew""). grandmother(""Andrew"", ""Karen""). sister(""Andrew"", ""Constance""). brother(""Constance"", ""Andrew"").",,grandson-sister,['granddaughter']
2986,"[Michael] gave his mother [Robin] flowers on her birthday. [Michael] asked his brother [Arthur] to help him fix his car and he said he would after he got off work. [Arthur] called his mother, [Robin], to tell her the good news of his engagement. [Robin] took her son [Carl] to school this morning because he missed the bus.","('Michael', 'Carl')",brother,"son(""Robin"", ""Michael""). mother(""Michael"", ""Robin""). brother(""Michael"", ""Arthur""). brother(""Arthur"", ""Michael""). mother(""Arthur"", ""Robin""). son(""Robin"", ""Arthur""). son(""Robin"", ""Carl""). mother(""Carl"", ""Robin"").",,mother-son,['brother']
2987,"[Shirley] and her daughter [Constance] went out to dinner. [Stacy] and her sister [Constance] are the only children in their family. [Shirley] bought a gift for her daughter [Stacy]. [Shirley]'s brother [Henry] did n't buy anything, though.","('Henry', 'Stacy')",niece,"daughter(""Shirley"", ""Constance""). mother(""Constance"", ""Shirley""). sister(""Stacy"", ""Constance""). sister(""Constance"", ""Stacy""). daughter(""Shirley"", ""Stacy""). mother(""Stacy"", ""Shirley""). brother(""Shirley"", ""Henry""). sister(""Henry"", ""Shirley"").",,sister-daughter,['niece']
2988,"[Shirley] was sad she would n't be able to spend Christmas with her daughter, [Stacy]. [Stacy] had to stay home to care for her brother, [Drew]. [Eric] and his sister [Shirley] went to brunch today at the new diner. [Drew] made his moth [Shirley] a mother's day gift at school.","('Drew', 'Eric')",uncle,"daughter(""Shirley"", ""Stacy""). mother(""Stacy"", ""Shirley""). brother(""Stacy"", ""Drew""). sister(""Drew"", ""Stacy""). sister(""Eric"", ""Shirley""). brother(""Shirley"", ""Eric""). mother(""Drew"", ""Shirley""). son(""Shirley"", ""Drew"").",,mother-brother,['uncle']
2989,"[Benny] and his sister [Sarah] were painting the front of the house. [Benny]'s brother, [Jeffery], was repairing the shutters. [Kristen] and her son [Jeffery] were waiting on his sister [Sarah] to come out of band practice.","('Kristen', 'Sarah')",daughter,"brother(""Benny"", ""Jeffery""). brother(""Jeffery"", ""Benny""). sister(""Benny"", ""Sarah""). sister(""Sarah"", ""Benny""). son(""Kristen"", ""Jeffery""). mother(""Jeffery"", ""Kristen""). sister(""Jeffery"", ""Sarah""). brother(""Sarah"", ""Jeffery"").",,son-sister,['daughter']
2990,"[Darnell] played catch with his dad, [Henry] [Amanda] borrowed some money from her brother [Darnell]. [Henry] proudly walked his daughter [Amanda] down the aisle at her wedding. [Darnell] bought a present for his mother [Theresa].","('Amanda', 'Theresa')",mother,"father(""Darnell"", ""Henry""). son(""Henry"", ""Darnell""). brother(""Amanda"", ""Darnell""). sister(""Darnell"", ""Amanda""). daughter(""Henry"", ""Amanda""). father(""Amanda"", ""Henry""). mother(""Darnell"", ""Theresa""). son(""Theresa"", ""Darnell"").",,brother-mother,['mother']
2991,"[Andrew] asked his son, [Vernon], to help paint his house. [Constance] went out to breakfast with her father [Vernon]. While at breakfast, they ran into [Constance]'s husband, [James]. [Constance] does n't always get along with her brother [Andrew]. Sometimes they fight like siblings do.","('Vernon', 'James')",son-in-law,"son(""Andrew"", ""Vernon""). father(""Vernon"", ""Andrew""). father(""Constance"", ""Vernon""). daughter(""Vernon"", ""Constance""). husband(""Constance"", ""James""). wife(""James"", ""Constance""). brother(""Constance"", ""Andrew""). sister(""Andrew"", ""Constance"").",,daughter-husband,['son-in-law']
2992,"[Andrew]'s father, [Vernon], became ill at work and requested that his daughter, [Constance], pick him up from work. [Kyle] and his granddaughter [Constance] like to play putt putt golf together. [Constance] went car shopping with her brother [Andrew].","('Andrew', 'Kyle')",grandfather,"father(""Andrew"", ""Vernon""). son(""Vernon"", ""Andrew""). daughter(""Vernon"", ""Constance""). father(""Constance"", ""Vernon""). granddaughter(""Kyle"", ""Constance""). grandfather(""Constance"", ""Kyle""). brother(""Constance"", ""Andrew""). sister(""Andrew"", ""Constance"").",,sister-grandfather,['grandfather']
2993,"[Karen] is weary of her son [Edward]'s behaviour. He is often in trouble at school. [Benny] went to the park with his father, [Edward]. [Edward] decided to take his daughter [Sarah] to Disneyworld. [Sarah] asked her grandmother [Karen] to help her tie her shoes. [Karen] told her she was old enough to do it on her own.","('Benny', 'Karen')",grandmother,"son(""Karen"", ""Edward""). mother(""Edward"", ""Karen""). father(""Benny"", ""Edward""). son(""Edward"", ""Benny""). daughter(""Edward"", ""Sarah""). father(""Sarah"", ""Edward""). grandmother(""Sarah"", ""Karen""). granddaughter(""Karen"", ""Sarah"").",,father-mother,['grandmother']
2994,[Jeffery] is a factory worker. He has a wonderful sister by the name of [Sarah]. [Edward] took his son [Jeffery] for boxing lessons. He felt the boy needed to toughen up. [Edward] and his brother [Henry] watch [Edward]'s daughter [Sarah] in her school play.,"('Henry', 'Sarah')",niece,"sister(""Jeffery"", ""Sarah""). brother(""Sarah"", ""Jeffery""). son(""Edward"", ""Jeffery""). father(""Jeffery"", ""Edward""). brother(""Edward"", ""Henry""). brother(""Henry"", ""Edward""). daughter(""Edward"", ""Sarah""). father(""Sarah"", ""Edward"").",,brother-daughter,['niece']
2995,"[Kristen] is ready to dye Easter eggs with [Dionne]! [Dionne] loves her brother [Benny]. [Kristen] is the mother of a son named [Benny]. [Kristen] was disappointed when her father, [Kyle] did not allow her to sleep over with her friends.","('Dionne', 'Kyle')",grandfather,"mother(""Kristen"", ""Benny""). son(""Kristen"", ""Benny""). brother(""Dionne"", ""Benny""). sister(""Benny"", ""Dionne""). father(""Kristen"", ""Kyle""), daughter(""Kyle"", ""Kristen"").",,mother-father,[]
2996,[Darnell] wanted to go to the park with his sister [Amanda]. [Amanda] said she'd rather go swimming with her sister [Verdie] instead. [Darnell]'s sister [Verdie] did not want to go shopping but her grandmother [Karen] forced her to.,"('Darnell', 'Karen')",grandmother,"sister(""Darnell"", ""Amanda""). brother(""Amanda"", ""Darnell""). sister(""Amanda"", ""Verdie""). sister(""Verdie"", ""Amanda""). sister(""Darnell"", ""Verdie""). brother(""Verdie"", ""Darnell""). grandmother(""Verdie"", ""Karen""). granddaughter(""Karen"", ""Verdie"").",,sister-grandmother,['grandmother']
2997,"[Robin] went to the grocery store and took her son [Arthur] with her. Her husband [Eric] was watching a movie and did n't want to go with them. [Eric] is an engineer who loves to take his son [Arthur] to the science museum to help him learn about the world [Arthur] and his aunt, [Kristen], went to Disney World. They had a great time!","('Eric', 'Kristen')",sister,"son(""Robin"", ""Arthur""). mother(""Arthur"", ""Robin""). husband(""Robin"", ""Eric""). wife(""Eric"", ""Robin""). profession(""Eric"", ""engineer""). son(""Eric"", ""Arthur""). father(""Arthur"", ""Eric""). aunt(""Arthur"", ""Kristen""). nephew(""Kristen"", ""Arthur"").",,son-aunt,['sister']
2998,"[Allen] and his brother [Michael] bought new dress for their grandmother [Karen]. [Karen] had to scold her grandson [Allen] again for drawing on the refrigerator with crayons. [Allen] blamed it on his brother, [Arthur].","('Arthur', 'Karen')",grandmother,"brother(""Allen"", ""Michael""). brother(""Michael"", ""Allen""). grandmother(""Allen"", ""Karen""). grandson(""Karen"", ""Allen""). brother(""Allen"", ""Arthur""). brother(""Arthur"", ""Allen"").",,brother-grandmother,['grandmother']
2999,"[Stacy] took her father [Vernon] to watch a movie together. [Vernon] hated [Kyle], so [Vernon] ran away from home. [Vernon] figured [Kyle] did n't like being hid dad anyhow. [Stacy] was so proud of her daughter, [Shirley]'s, accomplishments. [Stacy] was glad her grandfather, [Kyle], was happy, too.","('Shirley', 'Kyle')",father,"daughter(""Vernon"", ""Stacy""). father(""Stacy"", ""Vernon""). daughter(""Stacy"", ""Shirley""). mother(""Shirley"", ""Stacy""). grandfather(""Stacy"", ""Kyle""). granddaughter(""Kyle"", ""Stacy"").",,daughter-grandfather,[]
