id,story,query,target,parse,gender,f_comb,ans
2367,"[Sarah] went with her brother [Jeffery] to the mall to buy some new candles. [Sarah] and her sister [Dorothy] played golf together. [Sarah] won easily. [Dorothy] and her brother [Jeffery] went to the basketball game and had a great time. [Kristen] and her son, [Jeffery], decorated mugs at the craft fair together.","('Kristen', 'Sarah')",daughter,"brother(""Sarah"", ""Jeffery""). sister(""Sarah"", ""Dorothy""). sister(""Jeffery"", ""Dorothy""). brother(""Dorothy"", ""Jeffery""). son(""Kristen"", ""Jeffery""). mother(""Jeffery"", ""Kristen"").",,son-sister,[]
2381,"[Eric] likes to take his daughter [Lisa] fishing. [Lisa] adores her daughter [Robin]. [Robin] loves her very much, too. [Shirley] was more than happy to help her sister by watching her child [Lisa]. [Robin] was upset because her husband, [Eric], did n't buy her flowers for their wedding anniversary.","('Robin', 'Shirley')",sister,"daughter(""Eric"", ""Lisa""). father(""Lisa"", ""Eric""). daughter(""Lisa"", ""Robin""), mother(""Robin"", ""Lisa""). child(""Shirley"", ""Lisa""), sister(""Shirley"", ""Lisa""). husband(""Robin"", ""Eric""), wife(""Eric"", ""Robin"").",,daughter-aunt,[]
2384,[Margaret] needed to go to the store. [Margaret] asked her sister [Constance] for a ride. [Vernon] invited his daughter [Margaret] to go shopping. [Margaret]'s grandmother [Karen] stayed at home sick. [Constance] realized that her father [Vernon] was gay.,"('Vernon', 'Karen')",mother,"sister(""Margaret"", ""Constance""). daughter(""Vernon"", ""Margaret""). granddaughter(""Karen"", ""Margaret""). father(""Constance"", ""Vernon"").",,daughter-grandmother,[]
2399,"[Eric] and his brother [Henry] went out for lunch. [Eric] had a burger, and [Henry] had a chicken sandwich. [Edward] and his brother [Eric] went out for lunch. [Edward] had a burger, and [Eric] had a chicken sandwich. [Henry] and his brother [Edward] liked taking [Edward]'s son [Jeffery] to the movies on weekends.","('Jeffery', 'Henry')",uncle,"brother(""Eric"", ""Henry""). brother(""Henry"", ""Eric""). brother(""Edward"", ""Eric""). brother(""Eric"", ""Edward""). brother(""Henry"", ""Edward""). brother(""Edward"", ""Henry"") son(""Edward"", ""Jeffery""). father(""Jeffery"", ""Edward"").",,father-brother,
2421,"[Darnell] and his sister [Michelle] were hoping for a snow day. [Shirley] does n't like her brother [Henry]. [Henry] was so proud that his son [Darnell] won the science fair! [Henry] has always been strict with his daughter, [Michelle]. He feels it will help her become a disciplined adult.","('Shirley', 'Michelle')",niece,"sister(""Darnell"", ""Michelle""). brother(""Michelle"", ""Darnell""). doesn't\_like(""Shirley"", ""Henry""). brother(""Shirley"", ""Henry""). son(""Henry"", ""Darnell""). father(""Darnell"", ""Henry""). daughter(""Henry"", ""Michelle""). father(""Michelle"", ""Henry"").",,brother-daughter,
2427,[Jeffery] was the nephew of a man named [Eric]. [Edward]'s wife [Kristen] is the very proud mother of a son named [Jeffery]. [Kristen] adores her son and husband. [Edward] does not know he has a son named [Jeffery].,"('Edward', 'Eric')",brother,"nephew(""Jeffery"", ""Eric""). uncle(""Eric"", ""Jeffery""). wife(""Edward"", ""Kristen""). husband(""Kristen"", ""Edward""). son(""Kristen"", ""Jeffery""). mother(""Jeffery"", ""Kristen""). son(""Edward"", ""Jeffery""). father(""Jeffery"", ""Edward"").",,son-uncle,[]
2450,"[Henry]'s son, [Darnell], went to the candy store. [Darnell]'s brother, [Eddie], went with him. [Eddie] went with his father [Henry] to a baseball game. Jame's sister, [Robin], called to ask where they wanted to meet up for dinner.","('Robin', 'Eddie')",nephew,"son(""Henry"", ""Darnell""). father(""Darnell"", ""Henry""). brother(""Darnell"", ""Eddie""). brother(""Eddie"", ""Darnell""). father(""Eddie"", ""Henry""). son(""Henry"", ""Eddie""). sister(""James"", ""Robin""). brother(""Robin"", ""James"").",,brother-son,[]
2492,"[Shirley] took her daughter [Margaret] to school during the cold winter morning. [Stacy] loved her mother [Shirley]. She was heartbroken when she heard [Shirley] had suddenly passed away. [Shirley] took her son [Drew] to the park for the afternoon. [Margaret] is getting married. She is looking forward to her sister, [Stacy], attending. They have n't seen each other since [Stacy] relocated to California with her husband 3 years ago.","('Margaret', 'Drew')",brother,"daughter(""Shirley"", ""Margaret""). mother(""Margaret"", ""Shirley""). daughter(""Shirley"", ""Stacy""). mother(""Stacy"", ""Shirley""). son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). sister(""Margaret"", ""Stacy""). sister(""Stacy"", ""Margaret""). husband(""Stacy"", [Undisclosed]).",,mother-son,
2518,"[Henry] wanted to get a good gift for his sister, [Robin] [Kristen] and her sister [Robin] played golf together. [Kristen] won easily. [Christine] was shopping for a new jacket with her father [Henry]. [Kristen] went with her brother [Henry] to the mall to buy some new candles.","('Christine', 'Kristen')",aunt,"sister(""Henry"", ""Robin""). brother(""Robin"", ""Henry""). sister(""Kristen"", ""Robin""). sister(""Robin"", ""Kristen""). Father(""Christine"", ""Henry""). Daughter(""Henry"", ""Christine""). brother(""Kristen"", ""Henry""). sister(""Henry"", ""Kristen"").",,father-sister,
2542,"[Serena] went to visit his grandmother, [Karen], at the nursing home. She was grateful for the company, she had n't had a family visit in months. [Robin] took her mother, [Karen], out for lunch. [Robin] told her daughter [Serena] to wash up. Dinner was ready. [Robin] could n't wait to get off the plane to see her mother, [Lisa].","('Lisa', 'Karen')",grandmother,"grandmother(""Serena"", ""Karen""). granddaughter(""Karen"", ""Serena""). daughter(""Karen"", ""Robin""). mother(""Robin"", ""Karen""). daughter(""Robin"", ""Serena""). mother(""Serena"", ""Robin""). mother(""Robin"", ""Lisa""). daughter(""Lisa"", ""Robin"").",,mother-mother,[]
2547,"[Kyle] has a granddaughter named [Stacy]. [James] planned a nice day of fun for the sister, [Margaret]. [Kyle], elanor's grandfather, paid for a movie, too. [Margaret] and her sister [Stacy] have never been close. Still, they love each other because they are family.","('Kyle', 'James')",grandson,"granddaughter(""Kyle"", ""Stacy""), grandfather(""Stacy"", ""Kyle""). sister(""Margaret"", ""Stacy""), sister(""Stacy"", ""Margaret""). grandfather(""Elanor"", ""Kyle""), granddaughter(""Kyle"", ""Elanor"").",,granddaughter-brother,[]
2552,"[Margaret] was excited for today, its her daughter's, [Shirley], spring break. She will finally get to see her. Joe asked [Eric] if his uncle [Drew] had any experience with cars. [Drew] is one of [Margaret]'s brothers. They have lots of fun together. [Shirley] has a son named [Drew].","('Shirley', 'Eric')",brother,"daughter(""Margaret"", ""Shirley""). mother(""Shirley"", ""Margaret""). uncle(""Eric"", ""Drew""). nephew(""Drew"", ""Eric""). brother(""Margaret"", ""Drew""). sister(""Drew"", ""Margaret""). son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley"").",,son-uncle,[]
2554,"[Robin] took a cooking class with her father in law Ted. Ted said she was a natural and recommended that she begin cooking for his son [Eric]. [Eric] has been trying all day to reach his daughter [Barbara] on the phone. [Serena] and her sister [Barbara] were fighting. They never fight long though, and they made up the next day. [Eric] took his daughter, [Serena], to the Cavaliers game on Saturday.","('Robin', 'Serena')",daughter,"father_in_law(""Robin"", ""Ted""). daughter_in_law(""Ted"", ""Robin""). son(""Ted"", ""Eric""). father(""Eric"", ""Ted""). daughter(""Eric"", ""Barbara""). father(""Barbara"", ""Eric""). sister(""Serena"", ""Barbara""). sister(""Barbara"", ""Serena""). daughter(""Eric"", ""Serena""). father(""Serena"", ""Eric"").",,husband-daughter,[]
2573,"[Vernon] and his wife [Shirley] are newlyweds. They are on their honeymoon, having a wonderful time. [Karen] is [Drew]'s grandmother [Shirley] liked to play hide and seek with her son [Drew]. [Vernon] was so proud that his son [Drew] won the science fair!","('Vernon', 'Karen')",mother,"wife(""Vernon"", ""Shirley""). husband(""Shirley"", ""Vernon""). grandmother(""Karen"", ""Drew""). grandson(""Drew"", ""Karen""). son(""Shirley"",""Drew""). mother(""Drew"",""Shirley""). son(""Vernon"", ""Drew""). father(""Drew"", ""Vernon"").",,son-grandmother,[]
2587,"[Edward] went to the park with his mother, [Karen], and his son, [Jeffery]. [Karen]'s husband, [Kyle], went to the airport to pickup her grandson, [Jeffery].","('Kyle', 'Jeffery')",grandson,"mother(""Edward"", ""Karen""). son(""Edward"", ""Jeffery""). husband(""Karen"", ""Kyle""). grandson(""Karen"", ""Jeffery"").",,wife-grandson,[]
2680,"[Karen]'s grandmother [Barbara] is baking a very special dessert for her. [Karen] and [Kyle] were talking about where they went on their honeymoon. [Karen] told [Kyle] she wants to go back to the same resort one day. [Barbara] and her sister, [Marlene] went to the mall to shop for a gift for [Marlene]'s grandmother, [Karen].","('Kyle', 'Barbara')",granddaughter,"grandmother(""Karen"", ""Barbara""). granddaughter(""Barbara"", ""Karen""). husband(""Karen"", ""Kyle""). wife(""Kyle"", ""Karen""). sister(""Barbara"", ""Marlene""). aunt(""Marlene"", ""Karen"").",,wife-granddaughter,[]
2685,"[Kristen] and [Edward] were talking about where they went on their honeymoon. [Kristen] told [Edward] she wants to go back to the same resort one day. [Karen]'s daughter Paula went to law school. Paula's brother [Edward] ended up working in a fast food restaurant. [Kyle] is frustrated teaching his son how to drive. His son is [Edward]. [Kyle] woke up and said hello to his wife, [Karen].","('Kyle', 'Kristen')",daughter-in-law,"wife(""Kyle"", ""Karen""). husband(""Karen"", ""Kyle""). son(""Kyle"", ""Edward""). father(""Edward"", ""Kyle""). daughter(""Karen"", ""Paula""). mother(""Paula"", ""Karen""). brother(""Paula"", ""Edward"").",,son-wife,[]
2702,"[Stacy] and [Casey] were shopping in the department store for clothes for their kids. Both of them needed to use the bathroom. They found the restroom signs, and [Casey] identified the male sign and went into the male bathroom. [Stacy] than identified the female sign on the stahl, and went to the bathroom there. [Drew] took his sister [Stacy] out to dinner for her birthday. [Shirley]'s son [Drew] missed seeing his mother on the weekends. [Shirley] took her daughter [Stacy] to the store to find her some new boots for the cold winter weather.","('Casey', 'Shirley')",mother-in-law,"son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). daughter(""Shirley"", ""Stacy""). mother(""Stacy"", ""Shirley""). sister(""Drew"", ""Stacy""). brother(""Stacy"", ""Drew"").",,wife-mother,[]
2732,"[Kristen] loves her brother [Eric]. [Jeffery] asked his son, [Edward], to help paint his house. [Kristen] decided to take her son [Jeffery] out to have Mexican food for Dinner. [Jeffery] enjoyed spending time with his mother. [Jeffery]'s uncle, [Eric], was being very loud at the dinner table.","('Edward', 'Eric')",brother,"brother(""Kristen"", ""Eric""). sister(""Eric"", ""Kristen""). son(""Jeffery"", ""Edward""). father(""Edward"", ""Jeffery""). son(""Kristen"", ""Jeffery""). mother(""Jeffery"", ""Kristen""). uncle(""Jeffery"", ""Eric""). nephew(""Eric"", ""Jeffery"").",,son-uncle,[]
2736,"[Dionne] gave her brother [Lonnie] a new sweater for Christmas. [Edward] took his daughter [Dionne] to the zoo for her birthday. Then they went to go get some ice cream. [Sarah] and [Lonnie] [Edward] loved teaching his son, [Lonnie], baseball.","('Edward', 'Sarah')",daughter-in-law,"brother(""Dionne"", ""Lonnie""), sister(""Lonnie"", ""Dionne""). daughter(""Edward"", ""Dionne""). father(""Dionne"", ""Edward""). son(""Edward"", ""Lonnie""). father(""Lonnie"", ""Edward"").",,son-wife,[]
2796,"[Theresa] recently went on a trip to visit her niece [Dionne]. [Kristen]'s daughter, [Dionne], asked her mom to read her a story. [Theresa] and her sister [Kristen] went shopping at the mall. [Theresa]'s daughter [Verdie] stayed home to study.","('Kristen', 'Verdie')",niece,"niece(""Theresa"", ""Dionne""). aunt(""Dionne"", ""Theresa""). daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). sister(""Theresa"", ""Kristen""). sister(""Kristen"", ""Theresa""). daughter(""Theresa"", ""Verdie""). mother(""Verdie"", ""Theresa"")",,sister-daughter,
2798,"[Serena] took her father [Eric] out to dinner for Father's Day. [Arthur] asked his father [Eric] if he could borrow some money. [Serena] borrowed some money from her brother [Arthur]. [Allen] enjoys the company of his wife, [Serena], in the evenings.","('Allen', 'Eric')",father-in-law,"father(""Serena"", ""Eric""). Daughter(""Eric"", ""Serena""). father(""Arthur"", ""Eric""). son(""Eric"", ""Arthur""). brother(""Serena"", ""Arthur""). sister(""Arthur"", ""Serena""). wife(""Allen"", ""Serena""). husband(""Serena"", ""Allen"").",,wife-father,
2802,"[Shirley] took her son, [Andrew], to the movie theater for his birthday. [Drew] is a factory worker. He has a wonderful sister by the name of [Stacy]. [Shirley] loved to care for her newborn child [Drew]. [Drew] and his brother [Andrew] went to see a baseball game on Friday and had a great time.","('Shirley', 'Stacy')",daughter,"son(""Shirley"", ""Andrew""). mother(""Andrew"", ""Shirley""). sibling(""Drew"", ""Stacy""). sibling(""Stacy"", ""Drew""). child(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). brother(""Drew"", ""Andrew""). brother(""Andrew"", ""Drew"").",,son-sister,[]
2818,"[Karen] went to visit her grandmother, [Serena], in the retirement home. [Eric] was taking his daughter [Marlene] to the mall to buy some new shoes. [Serena], [Marlene]'s sister, was glad because she finally had the house all to herself for a few hours. [Eric] loves his daughter [Serena].","('Eric', 'Karen')",mother,"grandmother(""Karen"", ""Serena""). granddaughter(""Serena"", ""Karen""). daughter(""Eric"", ""Marlene""). father(""Marlene"", ""Eric""). sister(""Marlene"", ""Serena""). sister(""Serena"", ""Marlene""). daughter(""Eric"", ""Serena""). father(""Serena"", ""Eric"").",,daughter-grandmother,[]
2875,"[Arthur] brought home straight A's to his father [Eric]. [Michael] brought home straight C's to his father [Eric]. [Michael] went to the store with his brother, [Carl]. [Carl] and his father [Eric] played video games all day last Saturday.","('Michael', 'Arthur')",brother,"son(""Arthur"", ""Eric""). father(""Eric"", ""Arthur""). son(""Michael"", ""Eric""). father(""Eric"", ""Michael""). brother(""Michael"", ""Carl""). brother(""Carl"", ""Michael""). son(""Carl"", ""Eric""). father(""Eric"", ""Carl"").",,father-son,[]
2892,"[Christine] does n't always get along with her brother [John]. Sometimes they fight like siblings do. [Henry] went to dinner with daughter [Christine] and his father [Kyle]. [Henry] went on a roadtrip with his youngest child, [John].","('Kyle', 'Christine')",granddaughter,"brother(""Christine"", ""John""). sister(""John"", ""Christine""). daughter(""Henry"", ""Christine""). father(""Christine"", ""Henry""). father(""Henry"", ""Kyle""). son(""Henry"", ""John""). child(""Henry"", ""John""). father(""John"", ""Henry"").",,son-daughter,[]
2907,"[Henry] has a sibling who is much younger than he is. They get along well and his name is [Edward]. [Edward] does not know he has a son named [Jeffery]. [Jeffery]'s mom [Kristen] made a special tea for her husband, [Edward].","('Henry', 'Jeffery')",nephew,"sibling(""Henry"", ""Edward""). sibling(""Edward"", ""Henry""). son(""Edward"", ""Jeffery""). father(""Jeffery"", ""Edward""). mother(""Jeffery"", ""Kristen""). wife(""Edward"", ""Kristen""). husband(""Kristen"", ""Edward"").",,brother-son,[]
2917,"[Eric] went to pick up his son [Carl] from the baseball practice. [Arthur] is love by his father [Eric]. [Carl] loves his brother [Arthur]. [Henry] helped his brother, [Eric], study for the chemistry exam.","('Henry', 'Carl')",nephew,"son(""Eric"", ""Carl""). father(""Carl"", ""Eric""). son(""Eric"", ""Arthur""). father(""Arthur"", ""Eric""). brother(""Carl"", ""Arthur""). brother(""Arthur"", ""Carl""). brother(""Henry"", ""Eric"") brother(""Eric"", ""Henry"").",,brother-son,
2923,[Constance] gave her brother [Drew] a new sweater for Christmas. [Theresa] and [Vernon] had a picnic at the park. They had sandwiches and salad. [Vernon] and his son [Drew] went to the skating rink. [Constance] took her father [Vernon] out to dinner for Father's Day.,"('Constance', 'Theresa')",aunt,"brother(""Constance"", ""Drew""). sister(""Drew"", ""Constance""). son(""Vernon"", ""Drew""). father(""Drew"", ""Vernon""). father(""Constance"", ""Vernon""). daughter(""Vernon"", ""Constance"").",,father-sister,[]
2966,[Eric] took his niece [Verdie] to the park to walk her dog. [Theresa] and her daughter [Verdie] went out for ice cream. [Theresa] got a cone and [Verdie] got a sundae. [John] and his sister [Verdie] got their mother [Verdie] a new computer for her birthday. She really liked it. [Theresa] liked to play hide and seek with her son [John].,"('Theresa', 'Eric')",brother,"uncle(""Verdie"", ""Eric""). niece(""Eric"", ""Verdie""). mother(""Verdie"", ""Theresa""). daughter(""Theresa"", ""Verdie""). sister(""John"", ""Verdie""). brother(""Verdie"", ""John""). mother(""John"", ""Verdie"") mother(""Verdie"", ""Theresa""). son(""Theresa"", ""John"").",,daughter-uncle,
2995,"[Kristen] is ready to dye Easter eggs with [Dionne]! [Dionne] loves her brother [Benny]. [Kristen] is the mother of a son named [Benny]. [Kristen] was disappointed when her father, [Kyle] did not allow her to sleep over with her friends.","('Dionne', 'Kyle')",grandfather,"mother(""Kristen"", ""Benny""). son(""Kristen"", ""Benny""). brother(""Dionne"", ""Benny""). sister(""Benny"", ""Dionne""). father(""Kristen"", ""Kyle""), daughter(""Kyle"", ""Kristen"").",,mother-father,[]
2999,"[Stacy] took her father [Vernon] to watch a movie together. [Vernon] hated [Kyle], so [Vernon] ran away from home. [Vernon] figured [Kyle] did n't like being hid dad anyhow. [Stacy] was so proud of her daughter, [Shirley]'s, accomplishments. [Stacy] was glad her grandfather, [Kyle], was happy, too.","('Shirley', 'Kyle')",father,"daughter(""Vernon"", ""Stacy""). father(""Stacy"", ""Vernon""). daughter(""Stacy"", ""Shirley""). mother(""Shirley"", ""Stacy""). grandfather(""Stacy"", ""Kyle""). granddaughter(""Kyle"", ""Stacy"").",,daughter-grandfather,[]
3001,"[Henry] and his brother [Edward] got into a fight over who was the better basketball player. [Eric] was angry with his brother [Henry] for forgetting to pick him up from school. [Henry] and his sister [Shirley] walked to school together every day, since they only lived two blocks away from the school. [Eric] and his brother [Edward] both played soccer. [Eric] was faster, but [Edward] had a better shot, so they complemented each other well.","('Eric', 'Shirley')",sister,"brother(""Henry"", ""Edward""). brother(""Edward"", ""Henry""). brother(""Eric"", ""Henry""). brother(""Henry"", ""Eric""). sister(""Henry"", ""Shirley""). brother(""Shirley"", ""Henry""). brother(""Eric"", ""Edward""). brother(""Edward"", ""Eric"")",,brother-sister,
3012,"[Michael] and his brother [Carl] played at jacks. [Kyle] hired his daughter to work in the shop with him. His daughter brings her son [Michael] with her to visit occasionally. [Carl] was so excited to take his grandfather, [Kyle], to his school. [Karen] apologized to her father in law Rod for the accident. Rod's son [Kyle] had backed into his car in the driveway when he was attempting to pull out.","('Karen', 'Carl')",grandson,"brother(""Michael"", ""Carl""). brother(""Carl"", ""Michael""). daughter(""Kyle"", ""Unnamed""). father(""Unnamed"", ""Kyle""). son(""Unnamed"", ""Michael""). mother(""Michael"", ""Unnamed""). grandfather(""Carl"", ""Kyle""). grandson(""Kyle"", ""Carl""). father_in_law(""Karen"", ""Rod""). daughter_in_law(""Rod"", ""Karen""). son(""Rod"", ""Kyle""). father(""Kyle"", ""Rod"").",,husband-grandson,[]
3015,"[Dionne]'s mom, [Kristen], has recently taken art classes. [Kristen] had a heart-to-heart conversation with her daughter [Sarah] about some things. [Karen] went to visit her grandmother, [Sarah], in the retirement home. [Karen] is ready to dye Easter eggs with [Kristen]!","('Dionne', 'Karen')",grandmother,"mother(""Dionne"", ""Kristen""). daughter(""Kristen"", ""Dionne""). daughter(""Kristen"", ""Sarah""). mother(""Sarah"", ""Kristen""). grandmother(""Karen"", ""Sarah""). granddaughter(""Sarah"", ""Karen"").",,mother-mother,[]
3111,"[Henry] is a hardworking man who puts food on the table for his family every night working about 10 hours. [Theresa], [Henry] wife is very lazy and does n't provide much for the family. She hires a nanny to take care of [Henry] and hers kids. [Henry] is thinking about getting a divorce and getting her away from his kids as it is a bad environment. The divorce eventually comes and [Henry] is a much happier man and is thankful his wife is n't there to ruin the good thing they have once again. [Henry] took his daughter [Michelle] to the bookstore, and bought her some books from her favorite author. [Amanda] and her sister [Michelle] went out to eat with [Amanda]'s father, [Henry].","('Theresa', 'Michelle')",daughter,"husband(""Theresa"", ""Henry""). wife(""Henry"", ""Theresa""). parent(""Henry"", ?x). parent(""Theresa"", ?x). father(""Michelle"", ""Henry""). daughter(""Henry"", ""Michelle""). sister(""Amanda"", ""Michelle""). sister(""Michelle"", ""Amanda""). father(""Amanda"", ""Henry"").",,husband-daughter,
3124,"[Arthur] and his brother [Allen] went to the carnival. [Allen] wanted to ride the Ferris wheel, but [Arthur] insisted they go on the bumper cars first. [Karen] loves to knit with her daughter's son. His name is [Arthur]. [Arthur] asked his father, [Eric] to help him build a birdhouse. [Eric] is taking his son [Allen] on a camping trip for the weekend.","('Allen', 'Karen')",grandmother,"brother(""Arthur"", ""Allen""). brother(""Allen"", ""Arthur""). son(""Karen"", ""N/A""). daughter(""Karen"", ""N/A""). mother(""N/A"", ""Karen""). father(""Arthur"", ""Eric""). son(""Eric"", ""Arthur""). father(""Allen"", ""Eric""). son(""Eric"", ""Allen"").",,brother-grandmother,[]
3139,"[Kristen] told her son [Ronald] to go outside and play. His sister [Sarah] went with him. [Henry] is a great uncle of [Sarah]. [Kristen] is married to Thomas and when she was 24, the couple welcomed [Sarah] into the world.","('Kristen', 'Henry')",brother,"son(""Kristen"", ""Ronald""). mother(""Ronald"", ""Kristen""). sister(""Ronald"", ""Sarah""). brother(""Sarah"", ""Ronald""). great_uncle(""Sarah"", ""Henry""). great_niece(""Henry"", ""Sarah""). wife(""Kristen"", ""Thomas""). husband(""Thomas"", ""Kristen""). daughter(""Kristen"", ""Sarah""). mother(""Sarah"", ""Kristen"").",,daughter-uncle,[]
3182,"[Edward] is the loving father of a beautiful girl named [Dorothy]. [Edward] loves his daughter [Patty]. [Theresa] and her brother [Edward] went to the diner to eat yummy food together. [Theresa] likes to make mini pies for her niece, [Patty].","('Dorothy', 'Theresa')",aunt,"father(""Edward"", ""Dorothy""). daughter(""Edward"", ""Dorothy""). father(""Edward"", ""Patty""). daughter(""Edward"", ""Patty""). brother(""Theresa"", ""Edward""). sister(""Edward"", ""Theresa""). niece(""Theresa"", ""Patty""). aunt(""Patty"", ""Theresa"").",,father-sister,[]
3183,"[Ronald] and his sister [Dorothy] stood in line at the fair. [Edward] and his daughter [Dorothy] went to Disney World together. [Ronald] went to the park with his father, [Edward]. [Kristen] took a cooking class with her father in law Ted. Ted said she was a natural and recommended that she begin cooking for his son [Edward].","('Kristen', 'Ronald')",son,"sister(""Ronald"", ""Dorothy""), brother(""Dorothy"", ""Ronald""), daughter(""Edward"", ""Dorothy""), father(""Dorothy"", ""Edward""), son(""Edward"", ""Ronald""), father(""Ronald"", ""Edward""), father_in_law(""Kristen"", ""Ted""), daughter_in_law(""Ted"", ""Kristen""), son(""Ted"", ""Edward""), father(""Edward"", ""Ted"").",,husband-son,[]
3195,"[Casey]'s sister, [Raquel], was crying, so he told her a joke. She laughed, and felt better. [Karen] went to visit her grandmother, [Raquel], in the retirement home. [Shirley] was spending time with her son [Casey]. This made [Shirley]'s daughter [Raquel] very jealous.","('Casey', 'Karen')",grandmother,"sister(""Casey"", ""Raquel""), brother(""Raquel"", ""Casey""). grandmother(""Karen"", ""Raquel""), granddaughter(""Raquel"", ""Karen""). son(""Shirley"", ""Casey""), mother(""Casey"", ""Shirley""). daughter(""Shirley"", ""Raquel""), mother(""Raquel"", ""Shirley"").",,sister-grandmother,[]
3199,"Mary had two daughters [Dorothy] and [Sarah] that were very close in age. She did n't have her son [Ronald] until the girls were almost old enough to move out. [Ronald] planned a nice day of fun for the sister, [Sarah]. [Kyle], elanor's grandfather, paid for a movie, too.","('Kyle', 'Ronald')",grandson,"daughter(""Mary"", ""Dorothy""). mother(""Dorothy"", ""Mary""). daughter(""Mary"", ""Sarah""). mother(""Sarah"", ""Mary""). son(""Mary"", ""Ronald""). mother(""Ronald"", ""Mary""). sister(""Sarah"", ""Dorothy""). sister(""Dorothy"", ""Sarah""). grandfather(""Elanor"", ""Kyle""). granddaughter(""Kyle"", ""Elanor"").",,granddaughter-brother,[]
3217,"[Carl] likes to watch boxing with his brother. His name is [Arthur]. [Arthur] asked his father [Eric] if they could go to the library. [Eric]'s father [Kyle] was there already, waiting for them. [Eric] is the proud father of the lovely [Carl]","('Arthur', 'Kyle')",grandfather,"brother(""Carl"", ""Arthur""). brother(""Arthur"", ""Carl""). father(""Arthur"", ""Eric""). son(""Eric"", ""Arthur""). grandfather(""Eric"", ""Kyle""). son(""Kyle"", ""Eric""). father(""Carl"", ""Eric""). son(""Eric"", ""Carl"").",,father-father,[]
3233,"[Theresa] called [Shirley], her sister, to see if she wanted to go out to eat. [Casey] went to [Shirley]'s house for dinner. [Eric] is one of [Shirley]'s brothers. They have lots of fun together. [Theresa] does n't like her brother [Eric].","('Casey', 'Eric')",uncle,"sister(""Theresa"", ""Shirley""). sister(""Shirley"", ""Theresa""). house(""Shirley"", ""Casey""). brother(""Shirley"", ""Eric""). sister(""Eric"", ""Shirley""). brother(""Theresa"", ""Eric"")",,mother-brother,
3263,"[Vernon]'s wife [Shirley] is the very proud mother of a son named [Casey]. [Shirley] adores her son and husband. [Casey] went to the park with his father, [Vernon]. [Kyle] used to threaten his own children with a wooden spoon as punishment. His daughter's son [Casey] could not imagine such a thing.","('Vernon', 'Kyle')",father,"wife(""Vernon"", ""Shirley""). husband(""Shirley"", ""Vernon""). son(""Shirley"", ""Casey""). mother(""Casey"", ""Shirley""). father(""Casey"", ""Vernon""). daughter(""Kyle"", ""unknown""). grandson(""Kyle"", ""Casey""). children(""Kyle"", ""unknown"").",,son-grandfather,[]
3272,"[Michael]'s father, [Eric], bought him some ice cream. [Eric] was making tacos with his son [Carl]. [Carl]'s sister [Serena] was mixing drinks. [Carl] and his brother [Michael] played at jacks.","('Serena', 'Eric')",father,"father(""Michael"", ""Eric""). son(""Eric"", ""Michael""). son(""Eric"", ""Carl""). father(""Carl"", ""Eric""). sister(""Carl"", ""Serena""). brother(""Michael"", ""Carl"").",,brother-father,[]
3280,"[Eric] looked up to his older brother named [Henry]. [Henry] was very strong and quite brave and that's the reason [Eric] admires him. [Kyle] was proud of his son, [Henry], for marrying a beautiful woman and having a kid named [Amanda]. [Kyle] was proud of his son, [Eric].","('Kyle', 'Amanda')",granddaughter,"brother(""Eric"", ""Henry""). brother(""Henry"", ""Eric""). son(""Kyle"", ""Henry""). father(""Henry"", ""Kyle""). son(""Kyle"", ""Eric""). father(""Eric"", ""Kyle""). child(""Henry"", ""Amanda""). father(""Amanda"", ""Henry"").",,son-daughter,[]
3284,"[Carl] asked his son, [Eric], to help paint his house. [Edward]'s brother, [Eric], is important to him. [Edward]'s mom, [Karen], cares for both of them. [Karen] and her son [Eric] went to the zoo and then out to dinner yesterday.","('Karen', 'Carl')",grandson,"son(""Carl"", ""Eric""). father(""Eric"", ""Carl""). brother(""Edward"", ""Eric""). brother(""Eric"", ""Edward""). mother(""Edward"", ""Karen""). son(""Karen"", ""Edward""). mother(""Eric"", ""Karen""). son(""Karen"", ""Eric"").",,son-son,[]
3297,"[Robin] is taking her son [Michael] to the park. [Arthur], [Michael]'s brother, is working at his part time job today. [Michael] and his sister [Serena] went to the park. [Robin] and her daughter [Serena] went shopping together last Monday and they bought new shoes for [Robin]'s kids.","('Arthur', 'Robin')",mother,"mother(""Michael"", ""Robin""). son(""Robin"", ""Michael""). brother(""Michael"", ""Arthur""). sister(""Michael"", ""Serena""). daughter(""Robin"", ""Serena""). mother(""Serena"", ""Robin"").",,brother-mother,[]
