id,story,query,target,parse,gender,f_comb
2247,[Robin] took her daughter [Barbara] to see her very first ballet performance. [Carl] and [Barbara] are married. [Serena] and her sister [Barbara] braided each other's hair before school. [Robin] is ready to dye Easter eggs with [Serena]!,"('Carl', 'Robin')",mother-in-law,"daughter(""Robin"", ""Barbara""). mother(""Barbara"", ""Robin""). husband(""Barbara"", ""Carl""). wife(""Carl"", ""Barbara""). sister(""Serena"", ""Barbara""). sister(""Barbara"", ""Serena"").",,wife-mother
2251,"[Darnell] hated [Henry], so [Darnell] ran away from home. [Darnell] figured [Henry] did n't like being hid dad anyhow. [Christine] and her husband [Darnell] went to New York for the holidays, and had a great time there. [Michelle] asked her father [Henry] to take her to school. [Henry] said he'd take her in a few minutes. [Darnell] and his sister [Michelle] were hoping for a snow day.","('Christine', 'Henry')",father-in-law,"son(""Henry"", ""Darnell""). father(""Darnell"", ""Henry""). husband(""Christine"", ""Darnell""). wife(""Darnell"", ""Christine""). daughter(""Henry"", ""Michelle""). father(""Michelle"", ""Henry""). sister(""Darnell"", ""Michelle""). brother(""Michelle"", ""Darnell"").",,husband-father
2263,"[Kyle] drove his daughter [Theresa] to soccer practice. [Kyle]'s son, [Eric], was ill and needed to be picked up at school. [Kyle] hurried to his side. [Eric] is a very hot guy, but his sister [Theresa] is even more attractive. [Eric] is taking his daughter [Serena] out for lunch.","('Theresa', 'Serena')",niece,"daughter(""Kyle"", ""Theresa""). father(""Theresa"", ""Kyle""). son(""Kyle"", ""Eric""). father(""Eric"", ""Kyle""). sister(""Eric"", ""Theresa""). brother(""Theresa"", ""Eric""). daughter(""Eric"", ""Serena""). father(""Serena"", ""Eric"").",,brother-daughter
2265,"[Barbara] and [Carl] have a strong relationship. They have been married for ten years. [Barbara] gave her brother [Arthur] a ride to the mall. [Arthur] was looking to buy a father's day present for this dad, [Eric]. [Barbara] took her father [Eric] out for his birthday. They had a wonderful time.","('Carl', 'Eric')",father-in-law,"married(""Barbara"", ""Carl""). husband(""Carl"", ""Barbara""). wife(""Barbara"", ""Carl""). brother(""Barbara"", ""Arthur""). father(""Arthur"", ""Eric""). daughter(""Eric"", ""Barbara"").",,wife-father
2275,"Once [Kyle] arrived, he waived at his daughter Beth from the deck. Beth's daughter [Serena] saw him and smiled, happy to see him. [Serena] and her brother [Michael] are both adopted from the same family. [Michael] and his brother [Arthur] liked to eat pizza but [Arthur]'s sister [Serena] liked to eat tacos.","('Michael', 'Kyle')",grandfather,"daughter(""Kyle"", ""Beth""). father(""Beth"", ""Kyle""). granddaughter(""Kyle"", ""Serena""). grandfather(""Serena"", ""Kyle""). brother(""Serena"", ""Michael""). sister(""Michael"", ""Serena""). brother(""Michael"", ""Arthur""). brother(""Arthur"", ""Michael""). sister(""Arthur"", ""Serena"")",,sister-grandfather
2281,"[Shirley] bought her son [Drew] a basketball for his birthday. [Shirley] looked all over the house for her son [Casey], but could n't find him. That's because [Casey] was outside in the back yard, playing baseball with his brother [Drew]. [Drew] is making a very special present for his wife [Raquel].","('Raquel', 'Shirley')",mother-in-law,"son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). son(""Shirley"", ""Casey""). mother(""Casey"", ""Shirley""). brother(""Casey"", ""Drew""). brother(""Drew"", ""Casey""). wife(""Drew"", ""Raquel""). husband(""Raquel"", ""Drew"").",,husband-mother
2297,[Dorothy] is the proud daughter of [Edward]. [Dorothy] also has a brother named [Ronald]. [Edward] got mad at his brother [Vernon] after he stole his pretzels. [Edward] was so proud that his son [Ronald] won the science fair!,"('Vernon', 'Ronald')",nephew,"daughter(""Edward"", ""Dorothy""), father(""Dorothy"", ""Edward""), brother(""Dorothy"", ""Ronald""), son(""Edward"", ""Ronald""), father(""Ronald"", ""Edward""), brother(""Edward"", ""Vernon""), uncle(""Ronald"", ""Vernon""), uncle(""Dorothy"", ""Vernon"").",,brother-son
2304,"[Eric]'s father, [Kyle], recently had a falling out with each other. [Serena] went to the lake to meet her father [Eric] and her grandfather [Kyle]. [Eric] loves dancing with his wife. Her name is [Robin].","('Robin', 'Kyle')",father-in-law,"father(""Eric"", ""Kyle""). grandfather(""Serena"", ""Kyle""). father(""Serena"", ""Eric""). wife(""Eric"", ""Robin""). husband(""Robin"", ""Eric"").",,husband-father
2306,"On Friday, [Karen] had lunch with her granddaughter, [Amanda]. It was [Amanda]'s birthday, so they celebrated by having cake. Afterwards, [Amanda] left to go see a movie with her brother, [Darnell]. [Karen] loves playing catch with her daughter's son. His name is [Darnell]. [Karen] fucked her husband, [Kyle]. long and dirty.","('Kyle', 'Darnell')",grandson,,,wife-grandson
2311,"[Theresa] was so proud of her daughter [Michelle] for getting straight A's this semester. [Darnell]'s wife, [Christine], never gets along with his mother [Theresa] when they go on a picnic. [Michelle] and her brother [Darnell] are both adopted from the same family.","('Christine', 'Theresa')",mother-in-law,"daughter(""Theresa"", ""Michelle""). mother(""Michelle"", ""Theresa""). wife(""Darnell"", ""Christine""). husband(""Christine"", ""Darnell""). son(""Theresa"", ""Darnell""). brother(""Michelle"", ""Darnell""). sister(""Darnell"", ""Michelle"").",,husband-mother
2314,[Margaret] and [Constance] got into a fight as sisters sometimes do. [Constance]'s father [Vernon] yelled at them to behave. [Vernon] and his brother [Eric] watch [Vernon]'s daughter [Margaret] in her school play.,"('Eric', 'Margaret')",niece,"sister(""Margaret"", ""Constance""). sister(""Constance"", ""Margaret""). father(""Constance"", ""Vernon""). father(""Margaret"", ""Vernon""). brother(""Vernon"", ""Eric""). brother(""Eric"", ""Vernon""). daughter(""Vernon"", ""Margaret"").",,brother-daughter
2318,[Edward] is a man with a daughter named [Dorothy]. [Benny] loves to dance with his wife. Her name is [Dorothy]. [Edward] is helping his son study. His name is [Jeffery]. [Jeffery] and his sister [Dorothy] went to the ice skating rink. [Jeffery] fell down and [Dorothy] laughed at him.,"('Edward', 'Benny')",son-in-law,"daughter(""Edward"", ""Dorothy""). wife(""Benny"", ""Dorothy""). husband(""Dorothy"", ""Benny""). son(""Edward"", ""Jeffery""), sister(""Jeffery"", ""Dorothy""). brother(""Dorothy"", ""Jeffery"").",,daughter-husband
2319,"[Karen] liked to go to the park with her granddaughter [Constance]. [Vernon], [Constance]'s father, like to take her to the movies instead. [Shirley] and her daughter [Constance] went to visit [Shirley]'s mother [Karen] last Sunday.","('Vernon', 'Karen')",mother,"granddaughter(""Karen"", ""Constance""). grandmother(""Constance"", ""Karen""). father(""Constance"", ""Vernon""). daughter(""Shirley"", ""Constance""). father(""Constance"", ""Shirley""). daughter(""Karen"", ""Shirley""). mother(""Shirley"", ""Karen"").",,daughter-grandmother
2332,"[Ronald] called his aunt, [Robin], and asked if she would be coming over tonight. [Robin] said yes, and told [Ronald] she was bringing a surprise. [Edward]'s son, [Ronald], had been misbehaving, so [Edward] had to spank him. [Barbara] went to the store with her mother, [Robin]. While they were in the fruit aisle, they ran into [Robin]'s brother, [Edward].","('Edward', 'Barbara')",niece,"aunt(""Ronald"", ""Robin""). nephew(""Robin"", ""Ronald""). son(""Edward"", ""Ronald""). father(""Ronald"", ""Edward""). mother(""Barbara"", ""Robin""). daughter(""Robin"", ""Barbara""). brother(""Robin"", ""Edward""). sister(""Edward"", ""Robin"").",,sister-daughter
2347,[Serena] gave her brother [Michael] a new sweater for Christmas. [Serena] and her mother [Robin] planned a surprise birthday party for [Serena]'s husband [Allen]. [Michael] bought a new refrigerator for his mother [Robin].,"('Allen', 'Robin')",mother-in-law,"brother(""Serena"", ""Michael""). mother(""Serena"", ""Robin""). husband(""Serena"", ""Allen""). wife(""Allen"", ""Serena""). son(""Robin"", ""Michael"").",,wife-mother
2350,"[Serena] us the daughter of [Eric] 'wife. [Arthur] was angry at his father, [Eric], for grounding him. [Barbara] saw how angry her brother, [Arthur], was and tried to calm him down. [Barbara] was shopping for a new jacket with her father [Eric].","('Barbara', 'Serena')",sister,"wife(""Eric"", ""Serena""). husband(""Serena"", ""Eric""). son(""Eric"", ""Arthur""). father(""Arthur"", ""Eric""). brother(""Barbara"", ""Arthur""). sister(""Arthur"", ""Barbara""). father(""Barbara"", ""Eric""). daughter(""Eric"", ""Barbara"").",,father-daughter
2356,"[Michael]'s sister, [Lisa], participated in the dance contest. [Robin] baked a cake for her son [Michael]. [Arthur] and [Lisa], a married couple, took [Lisa]'s mother [Robin] out to lunch for her birthday.","('Robin', 'Arthur')",son-in-law,"sister(""Michael"", ""Lisa""). mother(""Lisa"", ""Robin""). son(""Robin"", ""Michael""). husband(""Lisa"", ""Arthur""). wife(""Arthur"", ""Lisa"").",,daughter-husband
2367,"[Sarah] went with her brother [Jeffery] to the mall to buy some new candles. [Sarah] and her sister [Dorothy] played golf together. [Sarah] won easily. [Dorothy] and her brother [Jeffery] went to the basketball game and had a great time. [Kristen] and her son, [Jeffery], decorated mugs at the craft fair together.","('Kristen', 'Sarah')",daughter,"brother(""Sarah"", ""Jeffery""). sister(""Sarah"", ""Dorothy""). sister(""Jeffery"", ""Dorothy""). brother(""Dorothy"", ""Jeffery""). son(""Kristen"", ""Jeffery""). mother(""Jeffery"", ""Kristen"").",,son-sister
2370,"[Serena]'s mom, [Robin], has recently taken art classes. [Serena] and her sister [Barbara] are the only children in their family. [Carl] and his wife [Barbara] decided to visit [Barbara]'s mother [Robin] on Sunday.","('Carl', 'Robin')",mother-in-law,"mother(""Serena"", ""Robin""). sister(""Serena"", ""Barbara""). wife(""Carl"", ""Barbara""). husband(""Barbara"", ""Carl""). mother(""Barbara"", ""Robin"").",,wife-mother
2373,"[Theresa] is the mother of a son named [Darnell]. [Darnell] and his wife, [Christine] just got married in Las Vegas last month. [Eddie]'s mother [Theresa] was present at the thanksgiving service. [Eddie] and [Darnell] are brothers who look nothing alike.","('Christine', 'Theresa')",mother-in-law,"son(""Theresa"", ""Darnell""). mother(""Darnell"", ""Theresa""). wife(""Darnell"", ""Christine""). husband(""Christine"", ""Darnell""). mother(""Eddie"", ""Theresa""). son(""Theresa"", ""Eddie""). brother(""Eddie"", ""Darnell""). brother(""Darnell"", ""Eddie"").",,husband-mother
2381,"[Eric] likes to take his daughter [Lisa] fishing. [Lisa] adores her daughter [Robin]. [Robin] loves her very much, too. [Shirley] was more than happy to help her sister by watching her child [Lisa]. [Robin] was upset because her husband, [Eric], did n't buy her flowers for their wedding anniversary.","('Robin', 'Shirley')",sister,"daughter(""Eric"", ""Lisa""). father(""Lisa"", ""Eric""). daughter(""Lisa"", ""Robin""), mother(""Robin"", ""Lisa""). child(""Shirley"", ""Lisa""), sister(""Shirley"", ""Lisa""). husband(""Robin"", ""Eric""), wife(""Eric"", ""Robin"").",,daughter-aunt
2384,[Margaret] needed to go to the store. [Margaret] asked her sister [Constance] for a ride. [Vernon] invited his daughter [Margaret] to go shopping. [Margaret]'s grandmother [Karen] stayed at home sick. [Constance] realized that her father [Vernon] was gay.,"('Vernon', 'Karen')",mother,"sister(""Margaret"", ""Constance""). daughter(""Vernon"", ""Margaret""). granddaughter(""Karen"", ""Margaret""). father(""Constance"", ""Vernon"").",,daughter-grandmother
2399,"[Eric] and his brother [Henry] went out for lunch. [Eric] had a burger, and [Henry] had a chicken sandwich. [Edward] and his brother [Eric] went out for lunch. [Edward] had a burger, and [Eric] had a chicken sandwich. [Henry] and his brother [Edward] liked taking [Edward]'s son [Jeffery] to the movies on weekends.","('Jeffery', 'Henry')",uncle,"brother(""Eric"", ""Henry""). brother(""Henry"", ""Eric""). brother(""Edward"", ""Eric""). brother(""Eric"", ""Edward""). brother(""Henry"", ""Edward""). brother(""Edward"", ""Henry"") son(""Edward"", ""Jeffery""). father(""Jeffery"", ""Edward"").",,father-brother
2400,"[Karen] was tired of cooking all the time so she invited over her daughter [Theresa] and her son [Vernon] to cook dinner for her. [Theresa] loves her brother [Vernon]. Now that the weekend was here, [Vernon] kept his promise to his daughter [Constance] and took her out shopping.","('Theresa', 'Constance')",niece,"daughter(""Karen"", ""Theresa""). mother(""Theresa"", ""Karen""). son(""Karen"", ""Vernon""). mother(""Vernon"", ""Karen""). brother(""Theresa"", ""Vernon""). sister(""Vernon"", ""Theresa""). daughter(""Vernon"", ""Constance""). father(""Constance"", ""Vernon"").",,brother-daughter
2408,"[Michelle] was disappointed when her father, [Henry] did not allow her to sleep over with her friends. [Darnell] and his sister [Michelle] went to the park. [Christine] loves the company [Darnell]. [Darnell] has been married to [Christine] for 5 years. [Darnell]'s dad [Henry] is the CEO of the company.","('Christine', 'Henry')",father-in-law,"father(""Michelle"", ""Henry""). brother(""Michelle"", ""Darnell""). sister(""Darnell"", ""Michelle""). wife(""Darnell"", ""Christine""). husband(""Christine"", ""Darnell""). father(""Darnell"", ""Henry"").",,husband-father
2420,"[Karen] bought her son [Vernon] a basketball for his birthday. [Kristen] and her daughter, [Dionne], were having a dispute over money. [Kristen]'s brother, [Vernon], advised them both to just forget about it. [Karen] is married to Thomas and when she was 24, the couple welcomed [Kristen] into the world.","('Vernon', 'Dionne')",niece,"son(""Karen"", ""Vernon""). mother(""Vernon"", ""Karen""). daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). brother(""Kristen"", ""Vernon""). sister(""Vernon"", ""Kristen""). wife(""Karen"", ""Thomas""). husband(""Thomas"", ""Karen""). daughter(""Karen"", ""Kristen""). daughter(""Thomas"", ""Kristen""). father(""Kristen"", ""Thomas""). mother(""Kristen"", ""Karen"").",,sister-daughter
2421,"[Darnell] and his sister [Michelle] were hoping for a snow day. [Shirley] does n't like her brother [Henry]. [Henry] was so proud that his son [Darnell] won the science fair! [Henry] has always been strict with his daughter, [Michelle]. He feels it will help her become a disciplined adult.","('Shirley', 'Michelle')",niece,"sister(""Darnell"", ""Michelle""). brother(""Michelle"", ""Darnell""). doesn't\_like(""Shirley"", ""Henry""). brother(""Shirley"", ""Henry""). son(""Henry"", ""Darnell""). father(""Darnell"", ""Henry""). daughter(""Henry"", ""Michelle""). father(""Michelle"", ""Henry"").",,brother-daughter
2427,[Jeffery] was the nephew of a man named [Eric]. [Edward]'s wife [Kristen] is the very proud mother of a son named [Jeffery]. [Kristen] adores her son and husband. [Edward] does not know he has a son named [Jeffery].,"('Edward', 'Eric')",brother,"nephew(""Jeffery"", ""Eric""). uncle(""Eric"", ""Jeffery""). wife(""Edward"", ""Kristen""). husband(""Kristen"", ""Edward""). son(""Kristen"", ""Jeffery""). mother(""Jeffery"", ""Kristen""). son(""Edward"", ""Jeffery""). father(""Jeffery"", ""Edward"").",,son-uncle
2429,[Theresa] walked to the park with her son [Darnell]. [Darnell]'s wife [Christine] was at the park waiting for them. [Theresa] was trying to calm down her daughter [Amanda]. [Amanda] was upset because her brother [Darnell] kept making fun of her.,"('Christine', 'Theresa')",mother-in-law,"son(""Theresa"", ""Darnell""). mother(""Darnell"", ""Theresa""). wife(""Darnell"", ""Christine""). husband(""Christine"", ""Darnell""). daughter(""Theresa"", ""Amanda""). mother(""Amanda"", ""Theresa""). brother(""Amanda"", ""Darnell""). sister(""Darnell"", ""Amanda"").",,husband-mother
2445,"[Shirley] fixed her husband [Vernon] a special dinner yesterday because it was his birthday. [Vernon] loves his daughter [Stacy]. [Stacy] and her husband [Casey] had a quiet date-night at home last night. [Shirley]'s daughter, [Stacy], asked her mom to read her a story.","('Vernon', 'Casey')",son-in-law,"husband(""Shirley"", ""Vernon""). daughter(""Vernon"", ""Stacy""). husband(""Stacy"", ""Casey""). daughter(""Shirley"", ""Stacy"").",,daughter-husband
2450,"[Henry]'s son, [Darnell], went to the candy store. [Darnell]'s brother, [Eddie], went with him. [Eddie] went with his father [Henry] to a baseball game. Jame's sister, [Robin], called to ask where they wanted to meet up for dinner.","('Robin', 'Eddie')",nephew,"son(""Henry"", ""Darnell""). father(""Darnell"", ""Henry""). brother(""Darnell"", ""Eddie""). brother(""Eddie"", ""Darnell""). father(""Eddie"", ""Henry""). son(""Henry"", ""Eddie""). sister(""James"", ""Robin""). brother(""Robin"", ""James"").",,brother-son
2459,[Dorothy] called her mother [Kristen] to let her know she will be back home soon. [Dorothy] and her sister [Sarah] played golf together. [Dorothy] won easily. [Sarah]'s mother [Kristen] and husband [Lonnie] made a Mother's Day breakfast-in-bed meal for her.,"('Lonnie', 'Kristen')",mother-in-law,"mother(""Dorothy"", ""Kristen""). daughter(""Kristen"", ""Dorothy""). sister(""Dorothy"", ""Sarah""). sister(""Sarah"", ""Dorothy""). mother(""Sarah"", ""Kristen""). daughter(""Kristen"", ""Sarah""). husband(""Sarah"", ""Lonnie""). wife(""Lonnie"", ""Sarah"").",,wife-mother
2467,[Henry] bought a book for his son [Eddie]. [Darnell] took his brother [Eddie] out to get drinks after a long work week. [Christine] celebrated her anniversary with her husband [Darnell]. [Darnell] asked his father [Henry] if he could borrow some money.,"('Christine', 'Henry')",father-in-law,"son(""Henry"", ""Eddie""). brother(""Darnell"", ""Eddie""). husband(""Christine"", ""Darnell""). wife(""Darnell"", ""Christine""). father(""Darnell"", ""Henry"").",,husband-father
2480,"[John] and his mother [Theresa] went to the animal shelter to adopt a cat. [John] loves to dance with his wife. Her name is [Michelle]. [John] and his brother [Eddie] were rough-housing. [Theresa], [Eddie]'s mother, called from the other room and told them to play nice.","('Michelle', 'Theresa')",mother-in-law,"mother(""John"", ""Theresa""). son(""Theresa"", ""John""). wife(""John"", ""Michelle""). husband(""Michelle"", ""John""). brother(""John"", ""Eddie""). mother(""Eddie"", ""Theresa"").",,husband-mother
2488,"[Shirley] took her daughter [Margaret] to the store to find her some new boots for the cold winter weather. [Andrew]'s wife, [Margaret], went to a gas station to check on the gas prices [Stacy] and her sister [Margaret] were playing outside. [Stacy]'s mother [Shirley] called for her to come inside.","('Andrew', 'Shirley')",mother-in-law,"daughter(""Shirley"", ""Margaret""). mother(""Margaret"", ""Shirley""). wife(""Andrew"", ""Margaret""). sister(""Stacy"", ""Margaret""). sister(""Margaret"", ""Stacy""). mother(""Stacy"", ""Shirley"").",,wife-mother
2492,"[Shirley] took her daughter [Margaret] to school during the cold winter morning. [Stacy] loved her mother [Shirley]. She was heartbroken when she heard [Shirley] had suddenly passed away. [Shirley] took her son [Drew] to the park for the afternoon. [Margaret] is getting married. She is looking forward to her sister, [Stacy], attending. They have n't seen each other since [Stacy] relocated to California with her husband 3 years ago.","('Margaret', 'Drew')",brother,"daughter(""Shirley"", ""Margaret""). mother(""Margaret"", ""Shirley""). daughter(""Shirley"", ""Stacy""). mother(""Stacy"", ""Shirley""). son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). sister(""Margaret"", ""Stacy""). sister(""Stacy"", ""Margaret""). husband(""Stacy"", [Undisclosed]).",,mother-son
2510,"[Barbara] and her sister [Serena] are the only children in their family. [Eric] was so proud of his daughter, [Serena], graduating at the top of her class. [Barbara] and her husband [Carl], often argue. [Eric] is concerned about his daughter, and often tells [Barbara] to consider a divorce.","('Eric', 'Carl')",son-in-law,"sister(""Barbara"", ""Serena""). sister(""Serena"", ""Barbara""). daughter(""Eric"", ""Serena""). father(""Serena"", ""Eric""). husband(""Barbara"", ""Carl""). wife(""Carl"", ""Barbara""). daughter(""Eric"", ""Barbara""). father(""Barbara"", ""Eric"").",,daughter-husband
2512,"[Barbara] is getting married. She is looking forward to her sister, [Serena], attending. They have n't seen each other since [Serena] relocated to California with her husband 3 years ago. [Serena] and her mother [Robin] went to volunteer at the homeless shelter last weekend. [Robin] and her daughter [Barbara] went out to dinner. [Theresa] is taking a trip to see her sister [Robin].","('Theresa', 'Serena')",niece,"sister(""Barbara"", ""Serena""). sister(""Serena"", ""Barbara""). husband(""Serena"", ""unknown""). wife(""unknown"", ""Serena""). mother(""Serena"", ""Robin""). daughter(""Robin"", ""Serena""). mother(""Barbara"", ""Robin""). daughter(""Robin"", ""Barbara""). sister(""Theresa"", ""Robin""). sister(""Robin"", ""Theresa"").",,sister-daughter
2515,"[Dionne] could n't wait for her father, [Edward], to see the gift she bought for him. [Patty]'s husband, [Jeffery], went off to purchase jewelry for her. [Jeffery] liked to talk about his sister, [Dionne]. [Edward] is the proud father of the lovely [Jeffery]","('Patty', 'Edward')",father-in-law,"father(""Dionne"", ""Edward""). daughter(""Edward"", ""Dionne""). husband(""Patty"", ""Jeffery""). wife(""Jeffery"", ""Patty""). sister(""Jeffery"", ""Dionne""). father(""Jeffery"", ""Edward""). son(""Edward"", ""Jeffery"").",,husband-father
2518,"[Henry] wanted to get a good gift for his sister, [Robin] [Kristen] and her sister [Robin] played golf together. [Kristen] won easily. [Christine] was shopping for a new jacket with her father [Henry]. [Kristen] went with her brother [Henry] to the mall to buy some new candles.","('Christine', 'Kristen')",aunt,"sister(""Henry"", ""Robin""). brother(""Robin"", ""Henry""). sister(""Kristen"", ""Robin""). sister(""Robin"", ""Kristen""). Father(""Christine"", ""Henry""). Daughter(""Henry"", ""Christine""). brother(""Kristen"", ""Henry""). sister(""Henry"", ""Kristen"").",,father-sister
2521,"[Karen]'s son, [Edward], was busy with school activities and forgot to meet his sister. [Edward] went to the beach with his sister [Robin] and his daughter [Sarah]. [Karen] could n't wait to get off the plane to see her mother, [Robin].","('Robin', 'Sarah')",niece,"son(""Karen"", ""Edward""). mother(""Edward"", ""Karen""). brother(""Edward"", ""Robin""). sister(""Robin"", ""Edward""). daughter(""Edward"", ""Sarah""). father(""Sarah"", ""Edward""). mother(""Karen"", ""Robin""). daughter(""Robin"", ""Karen"").",,brother-daughter
2542,"[Serena] went to visit his grandmother, [Karen], at the nursing home. She was grateful for the company, she had n't had a family visit in months. [Robin] took her mother, [Karen], out for lunch. [Robin] told her daughter [Serena] to wash up. Dinner was ready. [Robin] could n't wait to get off the plane to see her mother, [Lisa].","('Lisa', 'Karen')",grandmother,"grandmother(""Serena"", ""Karen""). granddaughter(""Karen"", ""Serena""). daughter(""Karen"", ""Robin""). mother(""Robin"", ""Karen""). daughter(""Robin"", ""Serena""). mother(""Serena"", ""Robin""). mother(""Robin"", ""Lisa""). daughter(""Lisa"", ""Robin"").",,mother-mother
2547,"[Kyle] has a granddaughter named [Stacy]. [James] planned a nice day of fun for the sister, [Margaret]. [Kyle], elanor's grandfather, paid for a movie, too. [Margaret] and her sister [Stacy] have never been close. Still, they love each other because they are family.","('Kyle', 'James')",grandson,"granddaughter(""Kyle"", ""Stacy""), grandfather(""Stacy"", ""Kyle""). sister(""Margaret"", ""Stacy""), sister(""Stacy"", ""Margaret""). grandfather(""Elanor"", ""Kyle""), granddaughter(""Kyle"", ""Elanor"").",,granddaughter-brother
2552,"[Margaret] was excited for today, its her daughter's, [Shirley], spring break. She will finally get to see her. Joe asked [Eric] if his uncle [Drew] had any experience with cars. [Drew] is one of [Margaret]'s brothers. They have lots of fun together. [Shirley] has a son named [Drew].","('Shirley', 'Eric')",brother,"daughter(""Margaret"", ""Shirley""). mother(""Shirley"", ""Margaret""). uncle(""Eric"", ""Drew""). nephew(""Drew"", ""Eric""). brother(""Margaret"", ""Drew""). sister(""Drew"", ""Margaret""). son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley"").",,son-uncle
2554,"[Robin] took a cooking class with her father in law Ted. Ted said she was a natural and recommended that she begin cooking for his son [Eric]. [Eric] has been trying all day to reach his daughter [Barbara] on the phone. [Serena] and her sister [Barbara] were fighting. They never fight long though, and they made up the next day. [Eric] took his daughter, [Serena], to the Cavaliers game on Saturday.","('Robin', 'Serena')",daughter,"father_in_law(""Robin"", ""Ted""). daughter_in_law(""Ted"", ""Robin""). son(""Ted"", ""Eric""). father(""Eric"", ""Ted""). daughter(""Eric"", ""Barbara""). father(""Barbara"", ""Eric""). sister(""Serena"", ""Barbara""). sister(""Barbara"", ""Serena""). daughter(""Eric"", ""Serena""). father(""Serena"", ""Eric"").",,husband-daughter
2560,"[Kristen] was so proud of her daughter [Sarah] for getting straight A's this semester. [Benny]'s mother [Kristen] recently let him know that she did not approve of his wife, [Dorothy]. [Kristen] believe that's [Benny] should divorce [Dorothy] and get far, far away from her, as she's not a good fit for him, in [Kristen]'s opinion. [Benny] does n't agree with his mother but he told her that he will take her advice into consideration. [Sarah] and her brother [Benny] went to the diner to eat yummy food together.","('Dorothy', 'Kristen')",mother-in-law,"daughter(""Kristen"", ""Sarah""). mother(""Sarah"", ""Kristen""). wife(""Benny"", ""Dorothy""). husband(""Dorothy"", ""Benny""). son(""Kristen"", ""Benny""). mother(""Benny"", ""Kristen""). brother(""Sarah"", ""Benny"").",,husband-mother
2568,"[Dionne]'s husband, [Ronald] is out of town so she is staying with her mother, [Kristen]. [Kristen] asked her son [Jeffery] how school was. [Jeffery] did n't want to talk but instead went to play with his sister [Dionne].","('Ronald', 'Kristen')",mother-in-law,"husband(""Dionne"", ""Ronald""). wife(""Ronald"", ""Dionne""). mother(""Dionne"", ""Kristen""). son(""Kristen"", ""Jeffery""). mother(""Jeffery"", ""Kristen""). sister(""Jeffery"", ""Dionne"").",,wife-mother
2570,"[Robin] told her daughter [Marlene] to wash up. Dinner was ready. [Robin] took her younger sister [Theresa] to the carnival last weekend. [Robin] took her daughter, [Serena], out to High Tea yesterday afternoon. [Serena] was talking about food with her sister [Marlene].","('Theresa', 'Marlene')",niece,"daughter(""Robin"", ""Marlene""). mother(""Marlene"", ""Robin""). sister(""Robin"", ""Theresa""). sister(""Theresa"", ""Robin""). daughter(""Robin"", ""Serena""). mother(""Serena"", ""Robin""). sister(""Serena"", ""Marlene""). sister(""Marlene"", ""Serena"").",,sister-daughter
2573,"[Vernon] and his wife [Shirley] are newlyweds. They are on their honeymoon, having a wonderful time. [Karen] is [Drew]'s grandmother [Shirley] liked to play hide and seek with her son [Drew]. [Vernon] was so proud that his son [Drew] won the science fair!","('Vernon', 'Karen')",mother,"wife(""Vernon"", ""Shirley""). husband(""Shirley"", ""Vernon""). grandmother(""Karen"", ""Drew""). grandson(""Drew"", ""Karen""). son(""Shirley"",""Drew""). mother(""Drew"",""Shirley""). son(""Vernon"", ""Drew""). father(""Drew"", ""Vernon"").",,son-grandmother
2578,[Carl] was excited to surprise his wife [Barbara] with tickets to her favorite musician's concert. [Robin] takes her daughter [Barbara] to the store today to shop for school. [Robin]'s husband [Eric] calls her on the phone at the store. [Barbara] got accepted into her dream college. Her father [Eric] could not be any prouder.,"('Eric', 'Carl')",son-in-law,"wife(""Carl"", ""Barbara""). husband(""Barbara"", ""Carl""). daughter(""Robin"", ""Barbara""). mother(""Barbara"", ""Robin""). husband(""Robin"", ""Eric""). wife(""Eric"", ""Robin""). father(""Barbara"", ""Eric""). daughter(""Eric"", ""Barbara"").",,daughter-husband
2587,"[Edward] went to the park with his mother, [Karen], and his son, [Jeffery]. [Karen]'s husband, [Kyle], went to the airport to pickup her grandson, [Jeffery].","('Kyle', 'Jeffery')",grandson,"mother(""Edward"", ""Karen""). son(""Edward"", ""Jeffery""). husband(""Karen"", ""Kyle""). grandson(""Karen"", ""Jeffery"").",,wife-grandson
2595,"[Edward] and his daughter [Sarah] spent Father's Day together. [Sarah] took her dad out to a sports bar, and they had a great time watching football and drinking beer there. [Edward] hit his brother [Eric] in the head. [Edward] and his brother [Vernon] went to the carnival. [Vernon] wanted to ride the Ferris wheel, but [Edward] insisted they go on the bumper cars first. [Vernon] and his brother [Eric] got into a fight over who was the better basketball player.","('Eric', 'Sarah')",niece,"daughter(""Edward"", ""Sarah""). father(""Sarah"", ""Edward""). brother(""Edward"", ""Eric""). brother(""Eric"", ""Edward""). brother(""Edward"", ""Vernon""). brother(""Vernon"", ""Edward""). brother(""Vernon"", ""Eric""). brother(""Eric"", ""Vernon"").",,brother-daughter
