id,story,query,target,parse,gender,f_comb,ans
2040,"[Edward] decided to give his son [Ronald], for his birthday, the latest version of Apple watch. [Sarah] borrowed some money from her brother [Ronald]. [Edward]'s mother, [Karen], was worried about him. He had n't been eating. [Sarah] misses her father [Edward] when she is at school.","('Sarah', 'Karen')",grandmother,"son(""Edward"", ""Ronald""). father(""Ronald"", ""Edward""). brother(""Sarah"", ""Ronald""). sister(""Ronald"", ""Sarah""). mother(""Edward"", ""Karen"") son(""Karen"", ""Edward""). father(""Sarah"", ""Edward"") daughter(""Edward"", ""Sarah"").",,father-mother,
2043,[Ronald] asked his mother [Kristen] where babies came from. [Kristen] told him they came from the stork. [Karen] and her daughter [Kristen] went shopping together last Monday and they bought new shoes for [Karen]'s kids. [Ronald] is a man with a son named [Edward]. [Ronald] sent his grandmother [Karen] flowers on her birhday.,"('Edward', 'Karen')",mother,"mother(""Ronald"", ""Kristen""). son(""Kristen"", ""Ronald""). daughter(""Karen"", ""Kristen""). mother(""Kristen"", ""Karen""). son(""Ronald"", ""Edward""). father(""Edward"", ""Ronald""). grandmother(""Ronald"", ""Karen""). grandson(""Karen"", ""Ronald"").",,son-grandmother,[]
2055,"[Shirley]'s daughter, [Constance], asked her mom to read her a story. [Shirley]'s brother [Eric] and her went to get ice cream. [Shirley]'s husband, [Vernon], could n't wait to take his daughter, [Constance], riding for the first time.","('Eric', 'Constance')",niece,"daughter(""Shirley"", ""Constance""). mother(""Constance"", ""Shirley""). brother(""Shirley"", ""Eric""). sister(""Eric"", ""Shirley""). husband(""Shirley"", ""Vernon""). wife(""Vernon"", ""Shirley""). father(""Constance"", ""Vernon""). daughter(""Vernon"", ""Constance"").",,sister-daughter,[]
2057,"[Karen] was so proud of her daughter [Kristen] for getting straight A's this semester. [Karen] is married to Thomas and when she was 24, the couple welcomed [Theresa] into the world. [Edward] and his sister [Theresa] are going for a walk. [Karen] treasures her son, [Edward]. She recently attended his high school graduation and it was the proudest day of her life.","('Kristen', 'Theresa')",sister,"daughter(""Karen"", ""Kristen""). mother(""Kristen"", ""Karen""). wife(""Karen"", ""Thomas""). husband(""Thomas"", ""Karen""). daughter(""Thomas"", ""Theresa""). daughter(""Karen"", ""Theresa""). father(""Theresa"", ""Thomas""). mother(""Theresa"", ""Karen""). sister(""Edward"", ""Theresa""). brother(""Theresa"", ""Edward"") son(""Karen"", ""Edward""). mother(""Edward"", ""Karen"").",,mother-daughter,
2062,[Robin] and her son [Michael] had lunch together at a local Chinese restaurant. [Carl] is madly in love with his wife. Her name is [Barbara]. [Carl] called his brother [Michael] on Friday because it was his birthday. [Carl]'s mother [Robin] baked brownies for dessert after they had dinner.,"('Barbara', 'Robin')",mother-in-law,"son(""Robin"", ""Michael""). mother(""Michael"", ""Robin""). wife(""Carl"", ""Barbara""). husband(""Barbara"", ""Carl""). brother(""Carl"", ""Michael""). brother(""Michael"", ""Carl""). mother(""Carl"", ""Robin""). son(""Robin"", ""Carl"").",,husband-mother,[]
2064,"[Henry] and his sister [Kristen] went to the park. [Kyle]'s son, [Henry], was ill and needed to be picked up at school. [Kyle] hurried to his side. [Kyle] watched his daughter, [Kristen], teach a class as her husband, [Edward], stood by.\","('Kyle', 'Edward')",son-in-law,"sister(""Henry"", ""Kristen""). brother(""Kristen"", ""Henry""). son(""Kyle"", ""Henry""). father(""Henry"", ""Kyle""). daughter(""Kyle"", ""Kristen""). father(""Kristen"", ""Kyle""). husband(""Kristen"", ""Edward""). wife(""Edward"", ""Kristen"").",,daughter-husband,[]
2079,[Kristen] is ready to dye Easter eggs with [Patty]! [Jeffery] and his wife [Patty] will be at the play. [Dorothy] and her sister [Patty] were playing in the Yard. [Dorothy] got hurt and ran to her mother [Kristen].,"('Jeffery', 'Kristen')",mother-in-law,"wife(""Jeffery"", ""Patty""). husband(""Patty"", ""Jeffery""). sister(""Dorothy"", ""Patty""). sister(""Patty"", ""Dorothy""). mother(""Dorothy"", ""Kristen""). daughter(""Kristen"", ""Dorothy"").",,wife-mother,[]
2080,"[Robin] recently went on a trip to visit her niece [Raquel]. [Vernon] and his sister [Robin] were fighting. [Carl], [Robin]'s son, got them to put aside their differences and make up. [Vernon] took his daughter, [Raquel], to the father daughter dance at church.","('Vernon', 'Carl')",nephew,"niece(""Robin"", ""Raquel""). aunt(""Raquel"", ""Robin""). sister(""Vernon"", ""Robin""). brother(""Robin"", ""Vernon""). son(""Robin"", ""Carl""). mother(""Carl"", ""Robin""). daughter(""Vernon"", ""Raquel""). father(""Raquel"", ""Vernon"").",,sister-son,['nephew']
2083,"[Lisa] fixed her husband [Arthur] spaghetti and a salad for dinner for his birthday because it is his favorite food. [Allen] and [Arthur] are brothers who look nothing alike. [Allen] asked his father, [Eric], to help him with his math homework. [Eric] could n't, because he was lousy at math himself. [Eric] has a son named [Arthur] that looks exactly like him.","('Lisa', 'Eric')",father-in-law,"husband(""Lisa"", ""Arthur""). wife(""Arthur"", ""Lisa""). brother(""Allen"", ""Arthur""). brother(""Arthur"", ""Allen""). father(""Allen"", ""Eric""). son(""Eric"", ""Allen""). son(""Eric"", ""Arthur""). father(""Arthur"", ""Eric"").",,husband-father,[]
2087,"[Casey] was the nephew of a man named [Henry]. [Shirley] asked her son [Casey] to help her fix her television. [Shirley]'s daugher, [Constance], went swimming in the pool. Her older brother, [Casey], stood nearby and kept an eye on her.","('Shirley', 'Henry')",brother,"nephew(""Casey"", ""Henry""). uncle(""Henry"", ""Casey""). son(""Shirley"", ""Casey""). mother(""Casey"", ""Shirley""). daughter(""Shirley"", ""Constance""). mother(""Constance"", ""Shirley""). brother(""Constance"", ""Casey""). sister(""Casey"", ""Constance"").",,son-uncle,[]
2090,"[Kristen] and her husband [Edward] went shopping for Christmas presents one afternoon at the local mall. [Shirley]'s father, [Kyle], told her to be quiet. She was a little hurt, but she obeyed. [Kyle] drove his daughter [Kristen] to school yesterday because she missed the bus. [Kristen] was playing hide-and-seek with her sister [Shirley].","('Edward', 'Kyle')",father-in-law,"husband(""Kristen"", ""Edward""). wife(""Edward"", ""Kristen""). father(""Shirley"", ""Kyle""). daughter(""Kyle"", ""Shirley""). daughter(""Kyle"", ""Kristen""). father(""Kristen"", ""Kyle""). sister(""Kristen"", ""Shirley""). sister(""Shirley"", ""Kristen"").",,wife-father,[]
2102,"[Verdie] and her brother [Darnell] went to the diner to eat yummy food together. [Henry] was proud of his son, [Darnell]. [Shirley] does n't like having to babysit her younger brother, [Henry]. [Henry] likes to take his daughter [Verdie] fishing.","('Shirley', 'Verdie')",niece,"brother(""Verdie"", ""Darnell""). sister(""Darnell"", ""Verdie""). son(""Henry"", ""Darnell""). father(""Darnell"", ""Henry""). brother(""Shirley"", ""Henry""). sister(""Henry"", ""Shirley""). daughter(""Henry"", ""Verdie""). father(""Verdie"", ""Henry"").",,brother-daughter,[]
2124,"[Eric]'s son [Allen] was visiting for Christmas and was bringing his wife [Serena]. [Allen] needed his brother, [Michael], to help with a problem [Michael] went to the park with his father, [Eric].","('Serena', 'Eric')",father-in-law,"son(""Eric"", ""Allen""). father(""Allen"", ""Eric""). wife(""Allen"", ""Serena""). husband(""Serena"", ""Allen""). brother(""Allen"", ""Michael""). brother(""Michael"", ""Allen""). father(""Michael"", ""Eric""). son(""Eric"", ""Michael"").",,husband-father,[]
2130,"[Carl] asked his father, [Eric], to help him with his math homework. [Eric] could n't, because he was lousy at math himself. [Michael] went to the store with his brother, [Carl]. [Carl] went to the wedding ceremony for his brother [Arthur]. [Arthur]'s dad [Eric] is the CEO of the company.","('Michael', 'Eric')",father,"father(""Carl"", ""Eric""). son(""Eric"", ""Carl""). brother(""Michael"", ""Carl""). brother(""Carl"", ""Michael""). brother(""Carl"", ""Arthur""). brother(""Arthur"", ""Carl""). father(""Arthur"", ""Eric""). son(""Eric"", ""Arthur""). CEO(""Eric"").",,brother-father,
2133,"[Dorothy] is taking a trip to see her sister [Sarah]. The hostess called out [Edward]'s name and [Sarah] told her father their table was ready. [Dorothy] is very much in love with her husband. His name is [Benny]. [Dorothy] and her father [Edward] went to the park. They had a wonderful time there, feeding the ducks.","('Benny', 'Edward')",father-in-law,"sister(""Dorothy"", ""Sarah""). father(""Sarah"", ""Edward""). husband(""Dorothy"", ""Benny""). wife(""Benny"", ""Dorothy""). father(""Dorothy"", ""Edward""). daughter(""Edward"", ""Dorothy"").",,wife-father,[]
2134,"[Barry]'s wife, [Amanda], spent the evening with her mom, [Theresa]. [Theresa] called her daughter [Verdie] to ask her to do her a favor. [Verdie] was n't available so she called [Verdie]'s sister [Amanda] who answered right away.","('Barry', 'Theresa')",mother-in-law,"wife(""Barry"", ""Amanda""). husband(""Amanda"", ""Barry""). mother(""Amanda"", ""Theresa""). daughter(""Theresa"", ""Verdie""). mother(""Verdie"", ""Theresa""). sister(""Verdie"", ""Amanda""). sister(""Amanda"", ""Verdie"").",,wife-mother,[]
2137,"[Kyle] took his daughter [Shirley] to see a movie. [Shirley]'s sister [Kristen] was sad because she was grounded and was not allowed to go. [Kristen] met with her husband [Edward] for dinner. At the restaurant, they bumped into her father [Kyle].","('Kyle', 'Edward')",son-in-law,"daughter(""Kyle"", ""Shirley""). father(""Shirley"", ""Kyle""). sister(""Shirley"", ""Kristen""). sister(""Kristen"", ""Shirley""). husband(""Kristen"", ""Edward""). wife(""Edward"", ""Kristen""). father(""Kristen"", ""Kyle""). daughter(""Kyle"", ""Kristen"").",,daughter-husband,[]
2139,[Vernon] and his sister [Theresa] went to brunch today at the new diner. [Theresa] does n't like her brother [Edward]. [Vernon] is taking his daughter [Raquel] out for lunch. [Vernon] and [Edward] are brothers who look nothing alike.,"('Theresa', 'Raquel')",niece,"sister(""Vernon"", ""Theresa""). brother(""Theresa"", ""Vernon""). brother(""Theresa"", ""Edward""). sister(""Edward"", ""Theresa""). daughter(""Vernon"", ""Raquel""). father(""Raquel"", ""Vernon""). brother(""Vernon"", ""Edward""). brother(""Edward"", ""Vernon"").",,brother-daughter,[]
2142,"[Kyle] said good-bye to his grandfather, [Michael]. [Michael]'s brother, [Carl], stood there silently during the exchange, a sad expression on his face. [Robin] is [Carl]'s mother. She takes very good care of him. [Robin] liked to play hide and seek with her son [Michael].","('Carl', 'Kyle')",grandfather,"grandfather(""Kyle"", ""Michael""). grandson(""Michael"", ""Kyle""). brother(""Michael"", ""Carl""). brother(""Carl"", ""Michael""). mother(""Carl"", ""Robin""). son(""Robin"", ""Carl""). mother(""Michael"", ""Robin""). son(""Robin"", ""Michael"").",,brother-grandfather,[]
2147,"[Verdie] and her mother [Theresa] went dress shopping on Saturday. [Theresa] took her younger sister [Shirley] to the carnival last weekend. [Theresa]'s son, [Darnell], recently started a pawn shop. [Darnell] took his sister [Verdie] out to dinner for her birthday.","('Shirley', 'Darnell')",nephew,"daughter(""Theresa"", ""Verdie""). mother(""Verdie"", ""Theresa""). sister(""Theresa"", ""Shirley""). sister(""Shirley"", ""Theresa""). son(""Theresa"", ""Darnell""). mother(""Darnell"", ""Theresa""). sister(""Darnell"", ""Verdie""). brother(""Verdie"", ""Darnell"").",,sister-son,['nephew']
2149,"Everyone said [Allen] looked just like his father, [Eric]. They had the same build, facial features, and even combed their hair in a similar style. [Eric] watched his son [Arthur] play catch. [Arthur] tossed the ball back and fourth with his brother [Allen]. [Henry] needed his brother, [Eric], to help with a problem","('Henry', 'Allen')",nephew,"son(""Eric"", ""Allen""). father(""Allen"", ""Eric""). son(""Eric"", ""Arthur""). father(""Arthur"", ""Eric""). brother(""Arthur"", ""Allen""). brother(""Allen"", ""Arthur""). brother(""Henry"", ""Eric""). brother(""Eric"", ""Henry"").",,brother-son,[]
2151,"[Kristen] and her sister [Shirley] played golf together. [Kristen] won easily. [Kristen] had a heart-to-heart conversation with her daughter [Patty] about some things. [Raquel], who is a young child, asked her aunt, [Kristen], what if feels like to be an adult. [Raquel] adores her daughter [Shirley]. [Shirley] loves her very much, too.","('Shirley', 'Patty')",niece,"sister(""Kristen"", ""Shirley""). sister(""Shirley"", ""Kristen""). daughter(""Kristen"", ""Patty""). mother(""Patty"", ""Kristen""). niece(""Kristen"", ""Raquel""). aunt(""Raquel"", ""Kristen""). daughter(""Raquel"", ""Shirley""). mother(""Shirley"", ""Raquel"").",,sister-daughter,[]
2174,"[Edward] has been trying all day to reach his daughter [Dorothy] on the phone. [Kristen]'s daughter, [Dorothy], asked her mom to read her a story. [Kristen] called [Theresa], her sister, to see if she wanted to go out to eat. [Kristen] and her husband [Edward] watched the fireworks by the lake last night.","('Theresa', 'Dorothy')",niece,"daughter(""Edward"", ""Dorothy""). father(""Dorothy"", ""Edward""). daughter(""Kristen"", ""Dorothy""). mother(""Dorothy"", ""Kristen""). sister(""Kristen"", ""Theresa""). sister(""Theresa"", ""Kristen""). husband(""Kristen"", ""Edward""). wife(""Edward"", ""Kristen"").",,sister-daughter,[]
2175,"[Kristen] was excited for today, its her daughter's, [Karen], spring break. She will finally get to see her. [Kristen] took her brother [Eric] to work Monday because his car was in the shop getting a tune up. [Karen] and her son, [Eric], decorated mugs at the craft fair together. [Vernon]'s sister [Kristen] asked him for some help planting her garden.","('Karen', 'Vernon')",son,"daughter(""Kristen"", ""Karen""), mother(""Karen"", ""Kristen""), brother(""Kristen"", ""Eric""), sister(""Eric"", ""Kristen""), son(""Karen"", ""Eric""), mother(""Eric"", ""Karen""), sister(""Vernon"", ""Kristen""), brother(""Kristen"", ""Vernon"")",,daughter-brother,
2177,"[Casey]'s mother [Shirley] secretly put money away for him to go on a trip next fall. [Constance] gave her brother [Casey] a new sweater for Christmas. [Constance] wanted to visit her mother [Shirley], but she decided to stay home with her husband [James] instead because she was feeling lazy.","('James', 'Shirley')",mother-in-law,"mother(""Casey"", ""Shirley""). son(""Shirley"", ""Casey""). brother(""Constance"", ""Casey""). sister(""Casey"", ""Constance""). mother(""Constance"", ""Shirley""). husband(""Constance"", ""James""). wife(""James"", ""Constance"").",,wife-mother,[]
2192,[Vernon] bought a book for his son [Casey]. [Casey] is one of [Constance]'s brothers. They have lots of fun together. At the marriage of [James] and [Constance] the families all sat down to dinner. Before they ate [Constance]'s father [Vernon] gave an emotional toast.,"('James', 'Vernon')",father-in-law,"son(""Vernon"", ""Casey""). brother(""Casey"", ""Constance""). sister(""Constance"", ""Casey""). husband(""Constance"", ""James""). wife(""James"", ""Constance""). father(""Constance"", ""Vernon"").",,wife-father,[]
2193,"[Edward] is happy that his daughter is doing so well. Her name is [Sarah]. [Ronald] did n't want to take a trip with his father [Edward], so instead he went on a trip with his loving wife [Dionne]. [Ronald] liked to play games with his sister, [Sarah].","('Dionne', 'Edward')",father-in-law,"daughter(""Edward"", ""Sarah""). father(""Sarah"", ""Edward""). father(""Ronald"", ""Edward""). son(""Edward"", ""Ronald""). wife(""Ronald"", ""Dionne""). husband(""Dionne"", ""Ronald""). sister(""Ronald"", ""Sarah""). brother(""Sarah"", ""Ronald"").",,husband-father,[]
2197,"[Eric] 'son [Michael] could not believe that his father bought him a coffee machine for his birthday. [Michael] and his brother [Allen] went to the carnival. [Allen] wanted to ride the Ferris wheel, but [Michael] insisted they go on the bumper cars first. [Eric] love his brother [Henry]. They are always playing together. [Eric] went to the baseball game with his son [Allen]","('Henry', 'Michael')",nephew,"son(""Eric"", ""Michael""). father(""Michael"", ""Eric""). brother(""Michael"", ""Allen""). brother(""Allen"", ""Michael""). son(""Eric"", ""Allen""). father(""Allen"", ""Eric""). brother(""Eric"", ""Henry""). brother(""Henry"", ""Eric"").",,brother-son,[]
2203,"[Kyle] played cards with his son. His son's daughter [Constance] did not find it to be amusing. [Casey] was enjoying the delicious meal prepared by his mother [Shirley]. [Shirley]'s daughter, [Constance], asked her mom to read her a story. [Casey]'s sister, [Constance], was crying, so he told her a joke. She laughed, and felt better.","('Casey', 'Kyle')",grandfather,"son(""Kyle"", ""Unnamed Son""). father(""Unnamed Son"", ""Kyle""). daughter(""Unnamed Son"", ""Constance""). granddaughter(""Kyle"", ""Constance""). mother(""Casey"", ""Shirley""). son(""Shirley"", ""Casey""). daughter(""Shirley"", ""Constance""). sister(""Casey"", ""Constance""). brother(""Constance"", ""Casey"").",,sister-grandfather,[]
2214,"[Kristen] is the [Edward]'s wife. [Kristen] called [Robin], her sister, to see if she wanted to go out to eat. [Kristen] has a son named [Ronald]. [Ronald]'s father [Edward] is going to coach the team this year.","('Robin', 'Ronald')",nephew,"wife(""Edward"", ""Kristen""). husband(""Kristen"", ""Edward""). sister(""Kristen"", ""Robin""). sister(""Robin"", ""Kristen""). son(""Kristen"", ""Ronald""). mother(""Ronald"", ""Kristen""). father(""Ronald"", ""Edward"").",,sister-son,['nephew']
2221,"[Theresa] was trying to calm down her daughter [Verdie]. [Verdie] was upset because her brother [Darnell] kept making fun of her. [Darnell] was adopted kid. He discovered last week that [Theresa] is his mother. [Christine] and her husband, [Darnell], sat on the sofa watching television. Their favorite show was on.","('Christine', 'Theresa')",mother-in-law,"daughter(""Theresa"", ""Verdie""). brother(""Verdie"", ""Darnell""). mother(""Darnell"", ""Theresa""). husband(""Christine"", ""Darnell""). wife(""Darnell"", ""Christine"").",,husband-mother,[]
2222,[Vernon] and his brother [Henry] watch [Vernon]'s daughter [Margaret] in her school play. [Robin] and [Henry] have a brother named [Vernon],"('Henry', 'Margaret')",niece,"daughter(""Vernon"", ""Margaret""), father(""Margaret"", ""Vernon""), brother(""Vernon"", ""Henry""), brother(""Henry"", ""Vernon""), brother(""Robin"", ""Vernon""), brother(""Vernon"", ""Robin""), brother(""Henry"", ""Robin""), brother(""Robin"", ""Henry"").",,brother-daughter,[]
2223,"[Margaret] and her husband [Andrew] are getting divorced. Their kids are grown, and they find that they have little in common anymore. [Shirley] wants to make a special meal for her daughter [Margaret]'s birthday. [Casey]'s sister [Margaret] and mother [Shirley] had dinner together at a local diner.","('Shirley', 'Andrew')",son-in-law,"husband(""Margaret"", ""Andrew""). wife(""Andrew"", ""Margaret""). daughter(""Shirley"", ""Margaret""). father(""Margaret"", ""Shirley""). sister(""Casey"", ""Margaret""). brother(""Margaret"", ""Casey"").",,daughter-husband,[]
2227,"[Dorothy] was happy to spend the holidays with her grandfather, [Kyle]. [Karen] is the [Kyle]'s wife. [Edward] lives with his daughter [Dorothy] and has not seen his father, [Kyle] in over a year.","('Karen', 'Dorothy')",granddaughter,"grandfather(""Dorothy"", ""Kyle""). granddaughter(""Kyle"", ""Dorothy""). wife(""Kyle"", ""Karen""). husband(""Karen"", ""Kyle""). father(""Edward"", ""Kyle""). son(""Kyle"", ""Edward""). daughter(""Edward"", ""Dorothy"")",,husband-granddaughter,
2237,[Edward] took her daughter [Dorothy] for ice cream. [Kristen] took a cooking class with her father in law Ted. Ted said she was a natural and recommended that she begin cooking for his son [Edward]. [Eric] met up with his sister [Kristen] and her daughter [Dorothy] at the mall to go shopping together.,"('Eric', 'Dorothy')",niece,"daughter(""Edward"", ""Dorothy""). father(""Dorothy"", ""Edward""). father_in_law(""Kristen"", ""Ted""). daughter_in_law(""Ted"", ""Kristen""). son(""Ted"", ""Edward""). father(""Edward"", ""Ted""). sister(""Eric"", ""Kristen""). brother(""Kristen"", ""Eric""). daughter(""Kristen"", ""Dorothy""). mother(""Dorothy"", ""Kristen"").",,sister-daughter,[]
2245,"[Drew] and his sister [Constance] went to the ice skating rink. [Drew] fell down and [Constance] laughed at him. [Constance] and her husband [James], went over to [Vernon]'s house. [Vernon] was so happy to see his daughter. [Drew] is a man with a son named [Vernon].","('Vernon', 'James')",son-in-law,"sister(""Drew"", ""Constance""). husband(""Constance"", ""James""). wife(""James"", ""Constance""). daughter(""Vernon"", ""Constance""). father(""Constance"", ""Vernon""). son(""Drew"", ""Vernon""). father(""Vernon"", ""Drew"").",,daughter-husband,[]
2247,[Robin] took her daughter [Barbara] to see her very first ballet performance. [Carl] and [Barbara] are married. [Serena] and her sister [Barbara] braided each other's hair before school. [Robin] is ready to dye Easter eggs with [Serena]!,"('Carl', 'Robin')",mother-in-law,"daughter(""Robin"", ""Barbara""). mother(""Barbara"", ""Robin""). husband(""Barbara"", ""Carl""). wife(""Carl"", ""Barbara""). sister(""Serena"", ""Barbara""). sister(""Barbara"", ""Serena"").",,wife-mother,[]
2248,"[Shirley]'s son, [Casey], has always wanted to be like [Vernon], [Shirley]'s husband. [Vernon]'s son [Casey] had gone missing one afternoon. [Kristen] helped her brother [Vernon] look for him.","('Kristen', 'Casey')",nephew,"son(""Shirley"", ""Casey""). mother(""Casey"", ""Shirley""). husband(""Shirley"", ""Vernon""). wife(""Vernon"", ""Shirley""). son(""Vernon"", ""Casey""). father(""Casey"", ""Vernon""). brother(""Kristen"", ""Vernon""). sister(""Vernon"", ""Kristen"").",,brother-son,[]
2251,"[Darnell] hated [Henry], so [Darnell] ran away from home. [Darnell] figured [Henry] did n't like being hid dad anyhow. [Christine] and her husband [Darnell] went to New York for the holidays, and had a great time there. [Michelle] asked her father [Henry] to take her to school. [Henry] said he'd take her in a few minutes. [Darnell] and his sister [Michelle] were hoping for a snow day.","('Christine', 'Henry')",father-in-law,"son(""Henry"", ""Darnell""). father(""Darnell"", ""Henry""). husband(""Christine"", ""Darnell""). wife(""Darnell"", ""Christine""). daughter(""Henry"", ""Michelle""). father(""Michelle"", ""Henry""). sister(""Darnell"", ""Michelle""). brother(""Michelle"", ""Darnell"").",,husband-father,[]
2259,[Kristen] had lunch with her brother [Eric]. She told him about her son [Ronald] getting a scholarship. [Henry] hit his brother [Eric] in the head. [Henry] and his sister [Kristen] were hoping for a snow day.,"('Eric', 'Ronald')",nephew,"brother(""Kristen"", ""Eric""). sister(""Eric"", ""Kristen""). son(""Kristen"", ""Ronald""). mother(""Ronald"", ""Kristen""). brother(""Henry"", ""Eric""). brother(""Eric"", ""Henry""). sister(""Henry"", ""Kristen""). brother(""Kristen"", ""Henry"").",,sister-son,['nephew']
2263,"[Kyle] drove his daughter [Theresa] to soccer practice. [Kyle]'s son, [Eric], was ill and needed to be picked up at school. [Kyle] hurried to his side. [Eric] is a very hot guy, but his sister [Theresa] is even more attractive. [Eric] is taking his daughter [Serena] out for lunch.","('Theresa', 'Serena')",niece,"daughter(""Kyle"", ""Theresa""). father(""Theresa"", ""Kyle""). son(""Kyle"", ""Eric""). father(""Eric"", ""Kyle""). sister(""Eric"", ""Theresa""). brother(""Theresa"", ""Eric""). daughter(""Eric"", ""Serena""). father(""Serena"", ""Eric"").",,brother-daughter,[]
2265,"[Barbara] and [Carl] have a strong relationship. They have been married for ten years. [Barbara] gave her brother [Arthur] a ride to the mall. [Arthur] was looking to buy a father's day present for this dad, [Eric]. [Barbara] took her father [Eric] out for his birthday. They had a wonderful time.","('Carl', 'Eric')",father-in-law,"married(""Barbara"", ""Carl""). husband(""Carl"", ""Barbara""). wife(""Barbara"", ""Carl""). brother(""Barbara"", ""Arthur""). father(""Arthur"", ""Eric""). daughter(""Eric"", ""Barbara"").",,wife-father,[]
2275,"Once [Kyle] arrived, he waived at his daughter Beth from the deck. Beth's daughter [Serena] saw him and smiled, happy to see him. [Serena] and her brother [Michael] are both adopted from the same family. [Michael] and his brother [Arthur] liked to eat pizza but [Arthur]'s sister [Serena] liked to eat tacos.","('Michael', 'Kyle')",grandfather,"daughter(""Kyle"", ""Beth""). father(""Beth"", ""Kyle""). granddaughter(""Kyle"", ""Serena""). grandfather(""Serena"", ""Kyle""). brother(""Serena"", ""Michael""). sister(""Michael"", ""Serena""). brother(""Michael"", ""Arthur""). brother(""Arthur"", ""Michael""). sister(""Arthur"", ""Serena"")",,sister-grandfather,
2281,"[Shirley] bought her son [Drew] a basketball for his birthday. [Shirley] looked all over the house for her son [Casey], but could n't find him. That's because [Casey] was outside in the back yard, playing baseball with his brother [Drew]. [Drew] is making a very special present for his wife [Raquel].","('Raquel', 'Shirley')",mother-in-law,"son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley""). son(""Shirley"", ""Casey""). mother(""Casey"", ""Shirley""). brother(""Casey"", ""Drew""). brother(""Drew"", ""Casey""). wife(""Drew"", ""Raquel""). husband(""Raquel"", ""Drew"").",,husband-mother,[]
2297,[Dorothy] is the proud daughter of [Edward]. [Dorothy] also has a brother named [Ronald]. [Edward] got mad at his brother [Vernon] after he stole his pretzels. [Edward] was so proud that his son [Ronald] won the science fair!,"('Vernon', 'Ronald')",nephew,"daughter(""Edward"", ""Dorothy""), father(""Dorothy"", ""Edward""), brother(""Dorothy"", ""Ronald""), son(""Edward"", ""Ronald""), father(""Ronald"", ""Edward""), brother(""Edward"", ""Vernon""), uncle(""Ronald"", ""Vernon""), uncle(""Dorothy"", ""Vernon"").",,brother-son,[]
2299,"[Theresa] liked to play hide and seek with her son [Darnell]. [Theresa] was trying to ask her father [Kyle] for some help outside. [Kyle] did n't hear her because he was busy playing games with his son [Eric] inside. [Eric] was having an argument with her sister, [Theresa].","('Eric', 'Darnell')",nephew,"son(""Theresa"", ""Darnell""). mother(""Darnell"", ""Theresa""). father(""Theresa"", ""Kyle""). daughter(""Kyle"", ""Theresa""). son(""Kyle"", ""Eric""). father(""Eric"", ""Kyle""). sister(""Eric"", ""Theresa""). brother(""Theresa"", ""Eric"").",,sister-son,['nephew']
2304,"[Eric]'s father, [Kyle], recently had a falling out with each other. [Serena] went to the lake to meet her father [Eric] and her grandfather [Kyle]. [Eric] loves dancing with his wife. Her name is [Robin].","('Robin', 'Kyle')",father-in-law,"father(""Eric"", ""Kyle""). grandfather(""Serena"", ""Kyle""). father(""Serena"", ""Eric""). wife(""Eric"", ""Robin""). husband(""Robin"", ""Eric"").",,husband-father,[]
2306,"On Friday, [Karen] had lunch with her granddaughter, [Amanda]. It was [Amanda]'s birthday, so they celebrated by having cake. Afterwards, [Amanda] left to go see a movie with her brother, [Darnell]. [Karen] loves playing catch with her daughter's son. His name is [Darnell]. [Karen] fucked her husband, [Kyle]. long and dirty.","('Kyle', 'Darnell')",grandson,,,wife-grandson,
2311,"[Theresa] was so proud of her daughter [Michelle] for getting straight A's this semester. [Darnell]'s wife, [Christine], never gets along with his mother [Theresa] when they go on a picnic. [Michelle] and her brother [Darnell] are both adopted from the same family.","('Christine', 'Theresa')",mother-in-law,"daughter(""Theresa"", ""Michelle""). mother(""Michelle"", ""Theresa""). wife(""Darnell"", ""Christine""). husband(""Christine"", ""Darnell""). son(""Theresa"", ""Darnell""). brother(""Michelle"", ""Darnell""). sister(""Darnell"", ""Michelle"").",,husband-mother,[]
2314,[Margaret] and [Constance] got into a fight as sisters sometimes do. [Constance]'s father [Vernon] yelled at them to behave. [Vernon] and his brother [Eric] watch [Vernon]'s daughter [Margaret] in her school play.,"('Eric', 'Margaret')",niece,"sister(""Margaret"", ""Constance""). sister(""Constance"", ""Margaret""). father(""Constance"", ""Vernon""). father(""Margaret"", ""Vernon""). brother(""Vernon"", ""Eric""). brother(""Eric"", ""Vernon""). daughter(""Vernon"", ""Margaret"").",,brother-daughter,[]
2318,[Edward] is a man with a daughter named [Dorothy]. [Benny] loves to dance with his wife. Her name is [Dorothy]. [Edward] is helping his son study. His name is [Jeffery]. [Jeffery] and his sister [Dorothy] went to the ice skating rink. [Jeffery] fell down and [Dorothy] laughed at him.,"('Edward', 'Benny')",son-in-law,"daughter(""Edward"", ""Dorothy""). wife(""Benny"", ""Dorothy""). husband(""Dorothy"", ""Benny""). son(""Edward"", ""Jeffery""), sister(""Jeffery"", ""Dorothy""). brother(""Dorothy"", ""Jeffery"").",,daughter-husband,[]
